Week;Terminal_origen;recogidas;productoMaestro
2020-08-08;Bogota;18073;Mercancia
2020-08-08;Bogota;8481;Paquetes 1-2
2020-08-08;Bogota;3981;Paqueteo 3-5
2020-08-08;Bogota;450;Mensajeria
2020-08-08;Bosconia;1;Paquetes 1-2
2020-08-08;Bucaramanga;715;Mercancia
2020-08-08;Bucaramanga;667;Paquetes 1-2
2020-08-08;Bucaramanga;336;Paqueteo 3-5
2020-08-08;Bucaramanga;144;Mensajeria
2020-08-08;Cienaga;2;Mercancia
2020-08-08;Cienaga;1;Mensajeria
2020-08-08;Cienaga;1;Paquetes 1-2
2020-08-08;Cucuta;457;Paqueteo 3-5
2020-08-08;Cucuta;362;Paquetes 1-2
2020-08-08;Cucuta;101;Mercancia
2020-08-08;Cucuta;36;Mensajeria
2020-08-08;Ibague;131;Mercancia
2020-08-08;Ibague;111;Paquetes 1-2
2020-08-08;Ibague;60;Paqueteo 3-5
2020-08-08;Ibague;28;Mensajeria
2020-08-08;Manizales;507;Mercancia
2020-08-08;Manizales;79;Paquetes 1-2
2020-08-08;Manizales;32;Paqueteo 3-5
2020-08-08;Manizales;21;Mensajeria
2020-08-08;Medellin;8568;Paquetes 1-2
2020-08-08;Medellin;4726;Mercancia
2020-08-08;Medellin;1303;Paqueteo 3-5
2020-08-08;Medellin;281;Mensajeria
2020-08-08;Neiva;100;Mercancia
2020-08-08;Neiva;58;Paquetes 1-2
2020-08-08;Neiva;33;Paqueteo 3-5
2020-08-08;Neiva;16;Mensajeria
2020-08-08;Pasto;45;Paquetes 1-2
2020-08-08;Pasto;30;Mercancia
2020-08-08;Pasto;29;Mensajeria
2020-08-08;Pasto;25;Paqueteo 3-5
2020-08-08;Pereira;1059;Mercancia
2020-08-08;Pereira;335;Paquetes 1-2
2020-08-08;Pereira;88;Mensajeria
2020-08-08;Pereira;72;Paqueteo 3-5
2020-08-08;Sincelejo;86;Mercancia
2020-08-08;Sincelejo;86;Paquetes 1-2
2020-08-08;Sincelejo;32;Paqueteo 3-5
2020-08-08;Sincelejo;1;Mensajeria
2020-08-08;Turbaco;385;Paquetes 1-2
2020-08-08;Turbaco;302;Mercancia
2020-08-08;Turbaco;118;Paqueteo 3-5
2020-08-08;Turbaco;77;Mensajeria
2020-08-08;Yumbo;3175;Mercancia
2020-08-08;Yumbo;2124;Paquetes 1-2
2020-08-08;Yumbo;589;Paqueteo 3-5
2020-08-08;Yumbo;245;Mensajeria
2020-08-07;Barranquilla;6;Mercancia
2020-08-07;Barranquilla;4;Paqueteo 3-5
2020-08-07;Barranquilla;3;Paquetes 1-2
2020-08-07;Bogota;749;Paquetes 1-2
2020-08-07;Bogota;348;Mercancia
2020-08-07;Bogota;45;Paqueteo 3-5
2020-08-07;Bogota;11;Mensajeria
2020-08-07;Bosconia;13;Mercancia
2020-08-07;Bosconia;11;Paquetes 1-2
2020-08-07;Bosconia;3;Paqueteo 3-5
2020-08-07;Bosconia;2;Mensajeria
2020-08-07;Cienaga;12;Mercancia
2020-08-07;Cienaga;10;Paquetes 1-2
2020-08-07;Cienaga;3;Mensajeria
2020-08-07;Cucuta;2;Paqueteo 3-5
2020-08-07;Cucuta;1;Paquetes 1-2
2020-08-07;Ibague;34;Mensajeria
2020-08-07;Ibague;23;Mercancia
2020-08-07;Ibague;23;Paquetes 1-2
2020-08-07;Ibague;8;Paqueteo 3-5
2020-08-07;Manizales;9;Paquetes 1-2
2020-08-07;Manizales;7;Mercancia
2020-08-07;Medellin;509;Mercancia
2020-08-07;Medellin;272;Paquetes 1-2
2020-08-07;Medellin;53;Paqueteo 3-5
2020-08-07;Medellin;1;Mensajeria
2020-08-07;Neiva;129;Mercancia
2020-08-07;Neiva;4;Paquetes 1-2
2020-08-07;Neiva;1;Mensajeria
2020-08-07;Neiva;1;Paqueteo 3-5
2020-08-07;Pereira;1;Paquetes 1-2
2020-08-07;Sincelejo;255;Paquetes 1-2
2020-08-07;Sincelejo;105;Mensajeria
2020-08-07;Sincelejo;41;Mercancia
2020-08-07;Sincelejo;10;Paqueteo 3-5
2020-08-07;Yumbo;7;Paquetes 1-2
2020-08-07;Yumbo;4;Mensajeria
2020-08-07;Yumbo;2;Mercancia
2020-08-06;Barranquilla;1879;Mercancia
2020-08-06;Barranquilla;1387;Paquetes 1-2
2020-08-06;Barranquilla;463;Paqueteo 3-5
2020-08-06;Barranquilla;186;Mensajeria
2020-08-06;Bogota;24265;Mercancia
2020-08-06;Bogota;8647;Paquetes 1-2
2020-08-06;Bogota;3847;Paqueteo 3-5
2020-08-06;Bogota;1238;Mensajeria
2020-08-06;Bosconia;165;Mercancia
2020-08-06;Bosconia;91;Paquetes 1-2
2020-08-06;Bosconia;60;Mensajeria
2020-08-06;Bosconia;45;Paqueteo 3-5
2020-08-06;Bucaramanga;906;Mercancia
2020-08-06;Bucaramanga;650;Paquetes 1-2
2020-08-06;Bucaramanga;393;Paqueteo 3-5
2020-08-06;Bucaramanga;121;Mensajeria
2020-08-06;Cienaga;173;Mercancia
2020-08-06;Cienaga;106;Paquetes 1-2
2020-08-06;Cienaga;40;Paqueteo 3-5
2020-08-06;Cienaga;24;Mensajeria
2020-08-06;Cucuta;569;Paqueteo 3-5
2020-08-06;Cucuta;411;Paquetes 1-2
2020-08-06;Cucuta;273;Mercancia
2020-08-06;Cucuta;58;Mensajeria
2020-08-06;Ibague;163;Mercancia
2020-08-06;Ibague;100;Paquetes 1-2
2020-08-06;Ibague;60;Mensajeria
2020-08-06;Ibague;56;Paqueteo 3-5
2020-08-06;Manizales;687;Mercancia
2020-08-06;Manizales;103;Paquetes 1-2
2020-08-06;Manizales;56;Mensajeria
2020-08-06;Manizales;24;Paqueteo 3-5
2020-08-06;Medellin;12450;Paquetes 1-2
2020-08-06;Medellin;10629;Mercancia
2020-08-06;Medellin;2293;Paqueteo 3-5
2020-08-06;Medellin;1094;Mensajeria
2020-08-06;Neiva;183;Mercancia
2020-08-06;Neiva;45;Mensajeria
2020-08-06;Neiva;30;Paquetes 1-2
2020-08-06;Neiva;11;Paqueteo 3-5
2020-08-06;Pasto;132;Mercancia
2020-08-06;Pasto;115;Paquetes 1-2
2020-08-06;Pasto;51;Mensajeria
2020-08-06;Pasto;29;Paqueteo 3-5
2020-08-06;Pereira;1537;Mercancia
2020-08-06;Pereira;470;Paquetes 1-2
2020-08-06;Pereira;172;Mensajeria
2020-08-06;Pereira;98;Paqueteo 3-5
2020-08-06;Sincelejo;304;Mercancia
2020-08-06;Sincelejo;194;Paquetes 1-2
2020-08-06;Sincelejo;65;Paqueteo 3-5
2020-08-06;Sincelejo;63;Mensajeria
2020-08-06;Turbaco;519;Mercancia
2020-08-06;Turbaco;455;Paquetes 1-2
2020-08-06;Turbaco;108;Paqueteo 3-5
2020-08-06;Turbaco;107;Mensajeria
2020-08-06;Yumbo;4750;Mercancia
2020-08-06;Yumbo;3084;Paquetes 1-2
2020-08-06;Yumbo;679;Paqueteo 3-5
2020-08-06;Yumbo;380;Mensajeria
2020-08-05;Barranquilla;1810;Mercancia
2020-08-05;Barranquilla;1310;Paquetes 1-2
2020-08-05;Barranquilla;451;Paqueteo 3-5
2020-08-05;Barranquilla;163;Mensajeria
2020-08-05;Bogota;25655;Mercancia
2020-08-05;Bogota;9672;Paquetes 1-2
2020-08-05;Bogota;4140;Paqueteo 3-5
2020-08-05;Bogota;984;Mensajeria
2020-08-05;Bosconia;3;Mercancia
2020-08-05;Bosconia;1;Mensajeria
2020-08-05;Bosconia;1;Paqueteo 3-5
2020-08-05;Bucaramanga;918;Mercancia
2020-08-05;Bucaramanga;562;Paquetes 1-2
2020-08-05;Bucaramanga;292;Paqueteo 3-5
2020-08-05;Bucaramanga;137;Mensajeria
2020-08-05;Cienaga;43;Mercancia
2020-08-05;Cienaga;38;Paquetes 1-2
2020-08-05;Cienaga;10;Paqueteo 3-5
2020-08-05;Cienaga;6;Mensajeria
2020-08-05;Cucuta;603;Paqueteo 3-5
2020-08-05;Cucuta;447;Paquetes 1-2
2020-08-05;Cucuta;245;Mercancia
2020-08-05;Cucuta;45;Mensajeria
2020-08-05;Ibague;232;Mercancia
2020-08-05;Ibague;101;Paquetes 1-2
2020-08-05;Ibague;61;Mensajeria
2020-08-05;Ibague;40;Paqueteo 3-5
2020-08-05;Manizales;360;Mercancia
2020-08-05;Manizales;107;Paquetes 1-2
2020-08-05;Manizales;59;Mensajeria
2020-08-05;Manizales;16;Paqueteo 3-5
2020-08-05;Medellin;14862;Paquetes 1-2
2020-08-05;Medellin;9769;Mercancia
2020-08-05;Medellin;2413;Paqueteo 3-5
2020-08-05;Medellin;742;Mensajeria
2020-08-05;Neiva;218;Mercancia
2020-08-05;Neiva;98;Paquetes 1-2
2020-08-05;Neiva;56;Paqueteo 3-5
2020-08-05;Neiva;37;Mensajeria
2020-08-05;Pasto;99;Paquetes 1-2
2020-08-05;Pasto;93;Mercancia
2020-08-05;Pasto;29;Mensajeria
2020-08-05;Pasto;19;Paqueteo 3-5
2020-08-05;Pereira;997;Mercancia
2020-08-05;Pereira;429;Paquetes 1-2
2020-08-05;Pereira;149;Mensajeria
2020-08-05;Pereira;89;Paqueteo 3-5
2020-08-05;Sincelejo;411;Paquetes 1-2
2020-08-05;Sincelejo;359;Mercancia
2020-08-05;Sincelejo;87;Mensajeria
2020-08-05;Sincelejo;68;Paqueteo 3-5
2020-08-05;Turbaco;473;Mercancia
2020-08-05;Turbaco;417;Paquetes 1-2
2020-08-05;Turbaco;150;Paqueteo 3-5
2020-08-05;Turbaco;90;Mensajeria
2020-08-05;Yumbo;5679;Mercancia
2020-08-05;Yumbo;2895;Paquetes 1-2
2020-08-05;Yumbo;682;Paqueteo 3-5
2020-08-05;Yumbo;408;Mensajeria
2020-08-04;Barranquilla;2077;Mercancia
2020-08-04;Barranquilla;1262;Paquetes 1-2
2020-08-04;Barranquilla;332;Paqueteo 3-5
2020-08-04;Barranquilla;206;Mensajeria
2020-08-04;Bogota;22143;Mercancia
2020-08-04;Bogota;11466;Paquetes 1-2
2020-08-04;Bogota;4100;Paqueteo 3-5
2020-08-04;Bogota;1020;Mensajeria
2020-08-04;Bosconia;100;Mercancia
2020-08-04;Bosconia;62;Paquetes 1-2
2020-08-04;Bosconia;60;Paqueteo 3-5
2020-08-04;Bosconia;23;Mensajeria
2020-08-04;Bucaramanga;722;Mercancia
2020-08-04;Bucaramanga;659;Paquetes 1-2
2020-08-04;Bucaramanga;298;Paqueteo 3-5
2020-08-04;Bucaramanga;125;Mensajeria
2020-08-04;Cienaga;101;Mercancia
2020-08-04;Cienaga;65;Mensajeria
2020-08-04;Cienaga;30;Paqueteo 3-5
2020-08-04;Cienaga;25;Paquetes 1-2
2020-08-04;Cucuta;681;Paqueteo 3-5
2020-08-04;Cucuta;474;Paquetes 1-2
2020-08-04;Cucuta;246;Mercancia
2020-08-04;Cucuta;62;Mensajeria
2020-08-04;Ibague;152;Mercancia
2020-08-04;Ibague;90;Paquetes 1-2
2020-08-04;Ibague;62;Paqueteo 3-5
2020-08-04;Ibague;5;Mensajeria
2020-08-04;Manizales;846;Mercancia
2020-08-04;Manizales;104;Paquetes 1-2
2020-08-04;Manizales;43;Mensajeria
2020-08-04;Manizales;28;Paqueteo 3-5
2020-08-04;Medellin;17006;Paquetes 1-2
2020-08-04;Medellin;9285;Mercancia
2020-08-04;Medellin;2300;Paqueteo 3-5
2020-08-04;Medellin;671;Mensajeria
2020-08-04;Neiva;159;Mercancia
2020-08-04;Neiva;82;Paquetes 1-2
2020-08-04;Neiva;22;Mensajeria
2020-08-04;Neiva;14;Paqueteo 3-5
2020-08-04;Pasto;214;Mercancia
2020-08-04;Pasto;103;Paquetes 1-2
2020-08-04;Pasto;40;Mensajeria
2020-08-04;Pasto;20;Paqueteo 3-5
2020-08-04;Pereira;1227;Mercancia
2020-08-04;Pereira;554;Paquetes 1-2
2020-08-04;Pereira;199;Mensajeria
2020-08-04;Pereira;74;Paqueteo 3-5
2020-08-04;Sincelejo;432;Paquetes 1-2
2020-08-04;Sincelejo;173;Mercancia
2020-08-04;Sincelejo;131;Mensajeria
2020-08-04;Sincelejo;31;Paqueteo 3-5
2020-08-04;Turbaco;438;Mercancia
2020-08-04;Turbaco;351;Paquetes 1-2
2020-08-04;Turbaco;94;Mensajeria
2020-08-04;Turbaco;62;Paqueteo 3-5
2020-08-04;Yumbo;5488;Mercancia
2020-08-04;Yumbo;2963;Paquetes 1-2
2020-08-04;Yumbo;705;Paqueteo 3-5
2020-08-04;Yumbo;394;Mensajeria
2020-08-03;Barranquilla;1965;Paquetes 1-2
2020-08-03;Barranquilla;1780;Mercancia
2020-08-03;Barranquilla;510;Paqueteo 3-5
2020-08-03;Barranquilla;200;Mensajeria
2020-08-03;Bogota;25081;Mercancia
2020-08-03;Bogota;13794;Paquetes 1-2
2020-08-03;Bogota;6728;Paqueteo 3-5
2020-08-03;Bogota;1044;Mensajeria
2020-08-03;Bosconia;46;Mercancia
2020-08-03;Bosconia;39;Paquetes 1-2
2020-08-03;Bosconia;29;Mensajeria
2020-08-03;Bosconia;9;Paqueteo 3-5
2020-08-03;Bucaramanga;927;Paquetes 1-2
2020-08-03;Bucaramanga;773;Mercancia
2020-08-03;Bucaramanga;324;Paqueteo 3-5
2020-08-03;Bucaramanga;200;Mensajeria
2020-08-03;Cienaga;164;Mercancia
2020-08-03;Cienaga;71;Paquetes 1-2
2020-08-03;Cienaga;39;Paqueteo 3-5
2020-08-03;Cienaga;25;Mensajeria
2020-08-03;Cucuta;667;Paqueteo 3-5
2020-08-03;Cucuta;508;Paquetes 1-2
2020-08-03;Cucuta;266;Mercancia
2020-08-03;Cucuta;38;Mensajeria
2020-08-03;Ibague;116;Mercancia
2020-08-03;Ibague;49;Paquetes 1-2
2020-08-03;Ibague;21;Mensajeria
2020-08-03;Ibague;10;Paqueteo 3-5
2020-08-03;Manizales;583;Mercancia
2020-08-03;Manizales;147;Paquetes 1-2
2020-08-03;Manizales;52;Mensajeria
2020-08-03;Manizales;21;Paqueteo 3-5
2020-08-03;Medellin;16607;Paquetes 1-2
2020-08-03;Medellin;11083;Mercancia
2020-08-03;Medellin;2788;Paqueteo 3-5
2020-08-03;Medellin;868;Mensajeria
2020-08-03;Neiva;75;Mercancia
2020-08-03;Neiva;62;Mensajeria
2020-08-03;Neiva;59;Paquetes 1-2
2020-08-03;Neiva;16;Paqueteo 3-5
2020-08-03;Pasto;77;Mercancia
2020-08-03;Pasto;38;Paquetes 1-2
2020-08-03;Pasto;27;Mensajeria
2020-08-03;Pasto;15;Paqueteo 3-5
2020-08-03;Pereira;1769;Mercancia
2020-08-03;Pereira;727;Paquetes 1-2
2020-08-03;Pereira;197;Mensajeria
2020-08-03;Pereira;105;Paqueteo 3-5
2020-08-03;Sincelejo;256;Mercancia
2020-08-03;Sincelejo;67;Paquetes 1-2
2020-08-03;Sincelejo;29;Paqueteo 3-5
2020-08-03;Sincelejo;10;Mensajeria
2020-08-03;Turbaco;2087;Mercancia
2020-08-03;Turbaco;458;Paquetes 1-2
2020-08-03;Turbaco;122;Paqueteo 3-5
2020-08-03;Turbaco;116;Mensajeria
2020-08-03;Yumbo;4608;Mercancia
2020-08-03;Yumbo;3985;Paquetes 1-2
2020-08-03;Yumbo;689;Paqueteo 3-5
2020-08-03;Yumbo;427;Mensajeria
2020-08-02;Barranquilla;5;Paquetes 1-2
2020-08-02;Bogota;370;Paquetes 1-2
2020-08-02;Bogota;72;Mercancia
2020-08-02;Bogota;64;Paqueteo 3-5
2020-08-02;Bogota;4;Mensajeria
2020-08-02;Bosconia;39;Mercancia
2020-08-02;Bosconia;23;Mensajeria
2020-08-02;Bosconia;13;Paquetes 1-2
2020-08-02;Bosconia;4;Paqueteo 3-5
2020-08-02;Cienaga;6;Mercancia
2020-08-02;Cienaga;2;Paquetes 1-2
2020-08-02;Medellin;717;Paquetes 1-2
2020-08-02;Medellin;454;Mercancia
2020-08-02;Medellin;35;Mensajeria
2020-08-02;Medellin;11;Paqueteo 3-5
2020-08-02;Neiva;15;Mensajeria
2020-08-02;Sincelejo;52;Paquetes 1-2
2020-08-02;Sincelejo;38;Mensajeria
2020-08-02;Sincelejo;7;Paqueteo 3-5
2020-08-02;Sincelejo;6;Mercancia
2020-08-01;Barranquilla;1737;Mercancia
2020-08-01;Barranquilla;867;Paquetes 1-2
2020-08-01;Barranquilla;238;Paqueteo 3-5
2020-08-01;Barranquilla;183;Mensajeria
2020-08-01;Bogota;16139;Mercancia
2020-08-01;Bogota;5604;Paquetes 1-2
2020-08-01;Bogota;2414;Paqueteo 3-5
2020-08-01;Bogota;272;Mensajeria
2020-08-01;Bosconia;28;Paqueteo 3-5
2020-08-01;Bosconia;17;Paquetes 1-2
2020-08-01;Bosconia;14;Mercancia
2020-08-01;Bosconia;4;Mensajeria
2020-08-01;Bucaramanga;672;Mercancia
2020-08-01;Bucaramanga;521;Paquetes 1-2
2020-08-01;Bucaramanga;169;Paqueteo 3-5
2020-08-01;Bucaramanga;153;Mensajeria
2020-08-01;Cienaga;67;Paquetes 1-2
2020-08-01;Cienaga;47;Mercancia
2020-08-01;Cienaga;25;Paqueteo 3-5
2020-08-01;Cienaga;7;Mensajeria
2020-08-01;Cucuta;541;Paqueteo 3-5
2020-08-01;Cucuta;504;Mercancia
2020-08-01;Cucuta;449;Paquetes 1-2
2020-08-01;Cucuta;56;Mensajeria
2020-08-01;Ibague;139;Paquetes 1-2
2020-08-01;Ibague;102;Mercancia
2020-08-01;Ibague;71;Mensajeria
2020-08-01;Ibague;39;Paqueteo 3-5
2020-08-01;Manizales;298;Mercancia
2020-08-01;Manizales;60;Paquetes 1-2
2020-08-01;Manizales;32;Mensajeria
2020-08-01;Manizales;14;Paqueteo 3-5
2020-08-01;Medellin;6243;Mercancia
2020-08-01;Medellin;5874;Paquetes 1-2
2020-08-01;Medellin;935;Paqueteo 3-5
2020-08-01;Medellin;130;Mensajeria
2020-08-01;Neiva;172;Paquetes 1-2
2020-08-01;Neiva;79;Mercancia
2020-08-01;Neiva;18;Mensajeria
2020-08-01;Neiva;4;Paqueteo 3-5
2020-08-01;Pasto;90;Mercancia
2020-08-01;Pasto;84;Paquetes 1-2
2020-08-01;Pasto;26;Mensajeria
2020-08-01;Pasto;13;Paqueteo 3-5
2020-08-01;Pereira;737;Mercancia
2020-08-01;Pereira;274;Paquetes 1-2
2020-08-01;Pereira;82;Mensajeria
2020-08-01;Pereira;35;Paqueteo 3-5
2020-08-01;Sincelejo;193;Paquetes 1-2
2020-08-01;Sincelejo;75;Mercancia
2020-08-01;Sincelejo;71;Mensajeria
2020-08-01;Sincelejo;65;Paqueteo 3-5
2020-08-01;Turbaco;299;Paquetes 1-2
2020-08-01;Turbaco;186;Mercancia
2020-08-01;Turbaco;59;Paqueteo 3-5
2020-08-01;Turbaco;56;Mensajeria
2020-08-01;Yumbo;2497;Mercancia
2020-08-01;Yumbo;1359;Paquetes 1-2
2020-08-01;Yumbo;330;Paqueteo 3-5
2020-08-01;Yumbo;195;Mensajeria
2020-07-31;Barranquilla;1492;Mercancia
2020-07-31;Barranquilla;1394;Paquetes 1-2
2020-07-31;Barranquilla;325;Paqueteo 3-5
2020-07-31;Barranquilla;102;Mensajeria
2020-07-31;Bogota;23926;Mercancia
2020-07-31;Bogota;9345;Paquetes 1-2
2020-07-31;Bogota;4667;Paqueteo 3-5
2020-07-31;Bogota;943;Mensajeria
2020-07-31;Bosconia;74;Mercancia
2020-07-31;Bosconia;33;Mensajeria
2020-07-31;Bosconia;21;Paquetes 1-2
2020-07-31;Bosconia;14;Paqueteo 3-5
2020-07-31;Bucaramanga;761;Paquetes 1-2
2020-07-31;Bucaramanga;738;Mercancia
2020-07-31;Bucaramanga;301;Paqueteo 3-5
2020-07-31;Bucaramanga;160;Mensajeria
2020-07-31;Cienaga;116;Mercancia
2020-07-31;Cienaga;100;Paquetes 1-2
2020-07-31;Cienaga;27;Mensajeria
2020-07-31;Cienaga;25;Paqueteo 3-5
2020-07-31;Cucuta;597;Paqueteo 3-5
2020-07-31;Cucuta;437;Paquetes 1-2
2020-07-31;Cucuta;167;Mercancia
2020-07-31;Cucuta;44;Mensajeria
2020-07-31;Ibague;156;Mercancia
2020-07-31;Ibague;53;Paquetes 1-2
2020-07-31;Ibague;17;Paqueteo 3-5
2020-07-31;Ibague;2;Mensajeria
2020-07-31;Manizales;507;Mercancia
2020-07-31;Manizales;142;Paquetes 1-2
2020-07-31;Manizales;88;Paqueteo 3-5
2020-07-31;Manizales;41;Mensajeria
2020-07-31;Medellin;12008;Paquetes 1-2
2020-07-31;Medellin;6478;Mercancia
2020-07-31;Medellin;1555;Paqueteo 3-5
2020-07-31;Medellin;579;Mensajeria
2020-07-31;Neiva;78;Mercancia
2020-07-31;Neiva;57;Mensajeria
2020-07-31;Neiva;31;Paqueteo 3-5
2020-07-31;Neiva;24;Paquetes 1-2
2020-07-31;Pasto;178;Mercancia
2020-07-31;Pasto;134;Paquetes 1-2
2020-07-31;Pasto;37;Mensajeria
2020-07-31;Pasto;23;Paqueteo 3-5
2020-07-31;Pereira;1248;Mercancia
2020-07-31;Pereira;581;Paquetes 1-2
2020-07-31;Pereira;166;Mensajeria
2020-07-31;Pereira;107;Paqueteo 3-5
2020-07-31;Sincelejo;145;Paquetes 1-2
2020-07-31;Sincelejo;119;Mercancia
2020-07-31;Sincelejo;78;Mensajeria
2020-07-31;Sincelejo;32;Paqueteo 3-5
2020-07-31;Turbaco;398;Mercancia
2020-07-31;Turbaco;344;Paquetes 1-2
2020-07-31;Turbaco;133;Paqueteo 3-5
2020-07-31;Turbaco;78;Mensajeria
2020-07-31;Yumbo;4086;Mercancia
2020-07-31;Yumbo;2679;Paquetes 1-2
2020-07-31;Yumbo;712;Paqueteo 3-5
2020-07-31;Yumbo;295;Mensajeria
2020-07-30;Barranquilla;1744;Mercancia
2020-07-30;Barranquilla;1429;Paquetes 1-2
2020-07-30;Barranquilla;515;Paqueteo 3-5
2020-07-30;Barranquilla;208;Mensajeria
2020-07-30;Bogota;26208;Mercancia
2020-07-30;Bogota;9841;Paquetes 1-2
2020-07-30;Bogota;4312;Paqueteo 3-5
2020-07-30;Bogota;1469;Mensajeria
2020-07-30;Bosconia;57;Mercancia
2020-07-30;Bosconia;20;Mensajeria
2020-07-30;Bosconia;19;Paquetes 1-2
2020-07-30;Bosconia;9;Paqueteo 3-5
2020-07-30;Bucaramanga;978;Mercancia
2020-07-30;Bucaramanga;591;Paquetes 1-2
2020-07-30;Bucaramanga;255;Paqueteo 3-5
2020-07-30;Bucaramanga;134;Mensajeria
2020-07-30;Cienaga;84;Paquetes 1-2
2020-07-30;Cienaga;78;Mercancia
2020-07-30;Cienaga;44;Paqueteo 3-5
2020-07-30;Cienaga;42;Mensajeria
2020-07-30;Cucuta;500;Paqueteo 3-5
2020-07-30;Cucuta;370;Paquetes 1-2
2020-07-30;Cucuta;228;Mercancia
2020-07-30;Cucuta;34;Mensajeria
2020-07-30;Ibague;185;Paquetes 1-2
2020-07-30;Ibague;119;Mercancia
2020-07-30;Ibague;93;Mensajeria
2020-07-30;Ibague;29;Paqueteo 3-5
2020-07-30;Manizales;500;Mercancia
2020-07-30;Manizales;134;Paquetes 1-2
2020-07-30;Manizales;52;Mensajeria
2020-07-30;Manizales;18;Paqueteo 3-5
2020-07-30;Medellin;14243;Paquetes 1-2
2020-07-30;Medellin;9154;Mercancia
2020-07-30;Medellin;2162;Paqueteo 3-5
2020-07-30;Medellin;733;Mensajeria
2020-07-30;Neiva;148;Mercancia
2020-07-30;Neiva;53;Paquetes 1-2
2020-07-30;Neiva;28;Mensajeria
2020-07-30;Neiva;22;Paqueteo 3-5
2020-07-30;Pasto;163;Paquetes 1-2
2020-07-30;Pasto;95;Mercancia
2020-07-30;Pasto;52;Mensajeria
2020-07-30;Pasto;17;Paqueteo 3-5
2020-07-30;Pereira;1123;Mercancia
2020-07-30;Pereira;447;Paquetes 1-2
2020-07-30;Pereira;168;Mensajeria
2020-07-30;Pereira;84;Paqueteo 3-5
2020-07-30;Sincelejo;230;Mercancia
2020-07-30;Sincelejo;230;Paquetes 1-2
2020-07-30;Sincelejo;74;Mensajeria
2020-07-30;Sincelejo;42;Paqueteo 3-5
2020-07-30;Turbaco;2725;Mercancia
2020-07-30;Turbaco;320;Paquetes 1-2
2020-07-30;Turbaco;75;Mensajeria
2020-07-30;Turbaco;65;Paqueteo 3-5
2020-07-30;Yumbo;4484;Mercancia
2020-07-30;Yumbo;2633;Paquetes 1-2
2020-07-30;Yumbo;610;Paqueteo 3-5
2020-07-30;Yumbo;396;Mensajeria
2020-07-29;Barranquilla;1444;Mercancia
2020-07-29;Barranquilla;1365;Paquetes 1-2
2020-07-29;Barranquilla;487;Paqueteo 3-5
2020-07-29;Barranquilla;258;Mensajeria
2020-07-29;Bogota;24451;Mercancia
2020-07-29;Bogota;10164;Paquetes 1-2
2020-07-29;Bogota;4544;Paqueteo 3-5
2020-07-29;Bogota;1129;Mensajeria
2020-07-29;Bosconia;101;Mercancia
2020-07-29;Bosconia;54;Paquetes 1-2
2020-07-29;Bosconia;49;Mensajeria
2020-07-29;Bosconia;41;Paqueteo 3-5
2020-07-29;Bucaramanga;876;Mercancia
2020-07-29;Bucaramanga;732;Paquetes 1-2
2020-07-29;Bucaramanga;263;Paqueteo 3-5
2020-07-29;Bucaramanga;152;Mensajeria
2020-07-29;Cienaga;130;Mercancia
2020-07-29;Cienaga;73;Paquetes 1-2
2020-07-29;Cienaga;65;Paqueteo 3-5
2020-07-29;Cienaga;13;Mensajeria
2020-07-29;Cucuta;539;Paqueteo 3-5
2020-07-29;Cucuta;391;Paquetes 1-2
2020-07-29;Cucuta;250;Mercancia
2020-07-29;Cucuta;50;Mensajeria
2020-07-29;Ibague;372;Mercancia
2020-07-29;Ibague;188;Paquetes 1-2
2020-07-29;Ibague;117;Paqueteo 3-5
2020-07-29;Ibague;52;Mensajeria
2020-07-29;Manizales;388;Mercancia
2020-07-29;Manizales;165;Paquetes 1-2
2020-07-29;Manizales;52;Mensajeria
2020-07-29;Manizales;32;Paqueteo 3-5
2020-07-29;Medellin;13794;Paquetes 1-2
2020-07-29;Medellin;9404;Mercancia
2020-07-29;Medellin;2000;Paqueteo 3-5
2020-07-29;Medellin;1091;Mensajeria
2020-07-29;Neiva;100;Mercancia
2020-07-29;Neiva;53;Mensajeria
2020-07-29;Neiva;19;Paquetes 1-2
2020-07-29;Neiva;4;Paqueteo 3-5
2020-07-29;Pasto;251;Paquetes 1-2
2020-07-29;Pasto;122;Mercancia
2020-07-29;Pasto;35;Mensajeria
2020-07-29;Pasto;16;Paqueteo 3-5
2020-07-29;Pereira;1134;Mercancia
2020-07-29;Pereira;627;Paquetes 1-2
2020-07-29;Pereira;153;Mensajeria
2020-07-29;Pereira;85;Paqueteo 3-5
2020-07-29;Sincelejo;314;Mercancia
2020-07-29;Sincelejo;306;Paquetes 1-2
2020-07-29;Sincelejo;91;Mensajeria
2020-07-29;Sincelejo;59;Paqueteo 3-5
2020-07-29;Turbaco;1098;Mercancia
2020-07-29;Turbaco;538;Paquetes 1-2
2020-07-29;Turbaco;115;Paqueteo 3-5
2020-07-29;Turbaco;66;Mensajeria
2020-07-29;Yumbo;4689;Mercancia
2020-07-29;Yumbo;2617;Paquetes 1-2
2020-07-29;Yumbo;703;Paqueteo 3-5
2020-07-29;Yumbo;388;Mensajeria
2020-07-28;Barranquilla;1730;Mercancia
2020-07-28;Barranquilla;1477;Paquetes 1-2
2020-07-28;Barranquilla;384;Paqueteo 3-5
2020-07-28;Barranquilla;163;Mensajeria
2020-07-28;Bogota;27130;Mercancia
2020-07-28;Bogota;11663;Paquetes 1-2
