Week;Producto;Terminal_origen;recogidas
2017-09-25;Paqueteo 3-5 Kl.;Turbaco;248
2017-09-25;Paquetes 1-2 Kl. (ME);Turbaco;397
2017-09-25;Radicación de Documentos;Turbaco;215
2017-09-25;Firma de Documentos;Yumbo;547
2017-09-25;Mensajeria;Yumbo;3248
2017-09-25;Mercancia;Yumbo;28595
2017-09-25;Mercancia Aerea;Yumbo;24
2017-09-25;Paqueteo 3-5 Kl.;Yumbo;1314
2017-09-25;Paquetes 1-2 Kl. (ME);Yumbo;4039
2017-09-25;Radicación de Documentos;Yumbo;964
2017-10-02;Firma de Documentos;Barranquilla;204
2017-10-02;Mensajeria;Barranquilla;2564
2017-10-02;Mercancia;Barranquilla;11886
2017-10-02;Mercancia Aerea;Barranquilla;6
2017-10-02;Paqueteo 3-5 Kl.;Barranquilla;935
2017-10-02;Paquetes 1-2 Kl. (ME);Barranquilla;1809
2017-10-02;Radicación de Documentos;Barranquilla;772
2017-10-02;Firma de Documentos;Bogota;1793
2017-10-02;Mensajeria;Bogota;7809
2017-10-02;Mercancia;Bogota;113108
2017-10-02;Mercancia Aerea;Bogota;366
2017-10-02;Paqueteo 3-5 Kl.;Bogota;4590
2017-10-02;Paquetes 1-2 Kl. (ME);Bogota;10338
2017-10-02;Radicación de Documentos;Bogota;1796
2017-10-02;Firma de Documentos;Bucaramanga;252
2017-10-02;Mensajeria;Bucaramanga;865
2017-10-02;Mercancia;Bucaramanga;3983
2017-10-02;Mercancia Aerea;Bucaramanga;1
2017-10-02;Paqueteo 3-5 Kl.;Bucaramanga;386
2017-10-02;Paquetes 1-2 Kl. (ME);Bucaramanga;634
2017-10-02;Radicación de Documentos;Bucaramanga;482
2017-10-02;Firma de Documentos;Cucuta;50
2017-10-02;Mensajeria;Cucuta;216
2017-10-02;Mercancia;Cucuta;1494
2017-10-02;Mercancia Aerea;Cucuta;1
2017-10-02;Paqueteo 3-5 Kl.;Cucuta;266
2017-10-02;Paquetes 1-2 Kl. (ME);Cucuta;1307
2017-10-02;Radicación de Documentos;Cucuta;121
2017-10-02;Firma de Documentos;Ibague;110
2017-10-02;Mensajeria;Ibague;338
2017-10-02;Mercancia;Ibague;2051
2017-10-02;Paqueteo 3-5 Kl.;Ibague;142
2017-10-02;Paquetes 1-2 Kl. (ME);Ibague;314
2017-10-02;Radicación de Documentos;Ibague;302
2017-10-02;Firma de Documentos;Manizales;75
2017-10-02;Mensajeria;Manizales;232
2017-10-02;Mercancia;Manizales;9860
2017-10-02;Paqueteo 3-5 Kl.;Manizales;96
2017-10-02;Paquetes 1-2 Kl. (ME);Manizales;181
2017-10-02;Radicación de Documentos;Manizales;134
2017-10-02;Firma de Documentos;Medellin;1337
2017-10-02;Mensajeria;Medellin;6888
2017-10-02;Mercancia;Medellin;68856
2017-10-02;Mercancia Aerea;Medellin;22
2017-10-02;Paqueteo 3-5 Kl.;Medellin;3826
2017-10-02;Paquetes 1-2 Kl. (ME);Medellin;11642
2017-10-02;Radicación de Documentos;Medellin;984
2017-10-02;Firma de Documentos;Pasto;40
2017-10-02;Mensajeria;Pasto;213
2017-10-02;Mercancia;Pasto;635
2017-10-02;Paqueteo 3-5 Kl.;Pasto;67
2017-10-02;Paquetes 1-2 Kl. (ME);Pasto;87
2017-10-02;Radicación de Documentos;Pasto;129
2017-10-02;Firma de Documentos;Pereira;292
2017-10-02;Mensajeria;Pereira;1319
2017-10-02;Mercancia;Pereira;9752
2017-10-02;Mercancia Aerea;Pereira;3
2017-10-02;Paqueteo 3-5 Kl.;Pereira;283
2017-10-02;Paquetes 1-2 Kl. (ME);Pereira;1041
2017-10-02;Radicación de Documentos;Pereira;456
2017-10-02;Firma de Documentos;Sincelejo;93
2017-10-02;Mensajeria;Sincelejo;856
2017-10-02;Mercancia;Sincelejo;1254
2017-10-02;Paqueteo 3-5 Kl.;Sincelejo;228
2017-10-02;Paquetes 1-2 Kl. (ME);Sincelejo;389
2017-10-02;Radicación de Documentos;Sincelejo;274
2017-10-02;Firma de Documentos;Turbaco;148
2017-10-02;Mensajeria;Turbaco;900
2017-10-02;Mercancia;Turbaco;9627
2017-10-02;Mercancia Aerea;Turbaco;6
2017-10-02;Paqueteo 3-5 Kl.;Turbaco;255
2017-10-02;Paquetes 1-2 Kl. (ME);Turbaco;471
2017-10-02;Radicación de Documentos;Turbaco;227
2017-10-02;Firma de Documentos;Yumbo;543
2017-10-02;Mensajeria;Yumbo;3616
2017-10-02;Mercancia;Yumbo;44536
2017-10-02;Mercancia Aerea;Yumbo;22
2017-10-02;Paqueteo 3-5 Kl.;Yumbo;1327
2017-10-02;Paquetes 1-2 Kl. (ME);Yumbo;3658
2017-10-02;Radicación de Documentos;Yumbo;943
2017-10-09;Firma de Documentos;Barranquilla;280
2017-10-09;Mensajeria;Barranquilla;1669
2017-10-09;Mercancia;Barranquilla;13158
2017-10-09;Mercancia Aerea;Barranquilla;8
2017-10-09;Paqueteo 3-5 Kl.;Barranquilla;983
2017-10-09;Paquetes 1-2 Kl. (ME);Barranquilla;2009
2017-10-09;Radicación de Documentos;Barranquilla;690
2017-10-09;Firma de Documentos;Bogota;1922
2017-10-09;Mensajeria;Bogota;8031
2017-10-09;Mercancia;Bogota;126373
2017-10-09;Mercancia Aerea;Bogota;265
2017-10-09;Paqueteo 3-5 Kl.;Bogota;4439
2017-10-09;Paquetes 1-2 Kl. (ME);Bogota;10704
2017-10-09;Radicación de Documentos;Bogota;2102
2017-10-09;Firma de Documentos;Bucaramanga;178
2017-10-09;Mensajeria;Bucaramanga;786
2017-10-09;Mercancia;Bucaramanga;4374
2017-10-09;Mercancia Aerea;Bucaramanga;1
2017-10-09;Paqueteo 3-5 Kl.;Bucaramanga;386
2017-10-09;Paquetes 1-2 Kl. (ME);Bucaramanga;660
2017-10-09;Radicación de Documentos;Bucaramanga;393
2017-10-09;Firma de Documentos;Cucuta;47
2017-10-09;Mensajeria;Cucuta;220
2017-10-09;Mercancia;Cucuta;1918
2017-10-09;Paqueteo 3-5 Kl.;Cucuta;243
2017-10-09;Paquetes 1-2 Kl. (ME);Cucuta;1222
2017-10-09;Radicación de Documentos;Cucuta;146
2017-10-09;Firma de Documentos;Ibague;105
2017-10-09;Mensajeria;Ibague;363
2017-10-09;Mercancia;Ibague;2217
2017-10-09;Paqueteo 3-5 Kl.;Ibague;109
2017-10-09;Paquetes 1-2 Kl. (ME);Ibague;275
2017-10-09;Radicación de Documentos;Ibague;289
2017-10-09;Firma de Documentos;Manizales;90
2017-10-09;Mensajeria;Manizales;231
2017-10-09;Mercancia;Manizales;11275
2017-10-09;Paqueteo 3-5 Kl.;Manizales;177
2017-10-09;Paquetes 1-2 Kl. (ME);Manizales;189
2017-10-09;Radicación de Documentos;Manizales;118
2017-10-09;Firma de Documentos;Medellin;1292
2017-10-09;Mensajeria;Medellin;7083
2017-10-09;Mercancia;Medellin;75024
2017-10-09;Mercancia Aerea;Medellin;16
2017-10-09;Paqueteo 3-5 Kl.;Medellin;3581
2017-10-09;Paquetes 1-2 Kl. (ME);Medellin;12684
2017-10-09;Radicación de Documentos;Medellin;1024
2017-10-09;Firma de Documentos;Pasto;35
2017-10-09;Mensajeria;Pasto;232
2017-10-09;Mercancia;Pasto;852
2017-10-09;Paqueteo 3-5 Kl.;Pasto;57
2017-10-09;Paquetes 1-2 Kl. (ME);Pasto;118
2017-10-09;Radicación de Documentos;Pasto;129
2017-10-09;Firma de Documentos;Pereira;218
2017-10-09;Mensajeria;Pereira;1156
2017-10-09;Mercancia;Pereira;10036
2017-10-09;Paqueteo 3-5 Kl.;Pereira;292
2017-10-09;Paquetes 1-2 Kl. (ME);Pereira;973
2017-10-09;Radicación de Documentos;Pereira;498
2017-10-09;Firma de Documentos;Sincelejo;89
2017-10-09;Mensajeria;Sincelejo;725
2017-10-09;Mercancia;Sincelejo;1568
2017-10-09;Mercancia Aerea;Sincelejo;1
2017-10-09;Paqueteo 3-5 Kl.;Sincelejo;245
2017-10-09;Paquetes 1-2 Kl. (ME);Sincelejo;402
2017-10-09;Radicación de Documentos;Sincelejo;171
2017-10-09;Firma de Documentos;Turbaco;160
2017-10-09;Mensajeria;Turbaco;982
2017-10-09;Mercancia;Turbaco;14194
2017-10-09;Mercancia Aerea;Turbaco;1
2017-10-09;Paqueteo 3-5 Kl.;Turbaco;205
2017-10-09;Paquetes 1-2 Kl. (ME);Turbaco;410
2017-10-09;Radicación de Documentos;Turbaco;221
2017-10-09;Firma de Documentos;Yumbo;609
2017-10-09;Mensajeria;Yumbo;3700
2017-10-09;Mercancia;Yumbo;46461
2017-10-09;Mercancia Aerea;Yumbo;23
2017-10-09;Paqueteo 3-5 Kl.;Yumbo;1308
2017-10-09;Paquetes 1-2 Kl. (ME);Yumbo;3572
2017-10-09;Radicación de Documentos;Yumbo;954
2017-10-16;Firma de Documentos;Barranquilla;252
2017-10-16;Mensajeria;Barranquilla;1285
2017-10-16;Mercancia;Barranquilla;11824
2017-10-16;Mercancia Aerea;Barranquilla;1
2017-10-16;Paqueteo 3-5 Kl.;Barranquilla;732
2017-10-16;Paquetes 1-2 Kl. (ME);Barranquilla;1590
2017-10-16;Radicación de Documentos;Barranquilla;715
2017-10-16;Firma de Documentos;Bogota;1313
2017-10-16;Mensajeria;Bogota;6124
2017-10-16;Mercancia;Bogota;109633
2017-10-16;Mercancia Aerea;Bogota;191
2017-10-16;Paqueteo 3-5 Kl.;Bogota;3519
2017-10-16;Paquetes 1-2 Kl. (ME);Bogota;8973
2017-10-16;Radicación de Documentos;Bogota;1739
2017-10-16;Firma de Documentos;Bucaramanga;217
2017-10-16;Mensajeria;Bucaramanga;643
2017-10-16;Mercancia;Bucaramanga;3839
2017-10-16;Paqueteo 3-5 Kl.;Bucaramanga;319
2017-10-16;Paquetes 1-2 Kl. (ME);Bucaramanga;577
2017-10-16;Radicación de Documentos;Bucaramanga;385
2017-10-16;Firma de Documentos;Cucuta;31
2017-10-16;Mensajeria;Cucuta;162
2017-10-16;Mercancia;Cucuta;1842
2017-10-16;Paqueteo 3-5 Kl.;Cucuta;223
2017-10-16;Paquetes 1-2 Kl. (ME);Cucuta;1094
2017-10-16;Radicación de Documentos;Cucuta;111
2017-10-16;Firma de Documentos;Ibague;81
2017-10-16;Mensajeria;Ibague;280
2017-10-16;Mercancia;Ibague;2464
2017-10-16;Paqueteo 3-5 Kl.;Ibague;106
2017-10-16;Paquetes 1-2 Kl. (ME);Ibague;353
2017-10-16;Radicación de Documentos;Ibague;306
2017-10-16;Firma de Documentos;Manizales;60
2017-10-16;Mensajeria;Manizales;184
2017-10-16;Mercancia;Manizales;11199
2017-10-16;Paqueteo 3-5 Kl.;Manizales;226
2017-10-16;Paquetes 1-2 Kl. (ME);Manizales;167
2017-10-16;Radicación de Documentos;Manizales;115
2017-10-16;Firma de Documentos;Medellin;934
2017-10-16;Mensajeria;Medellin;4744
2017-10-16;Mercancia;Medellin;60753
2017-10-16;Mercancia Aerea;Medellin;47
2017-10-16;Paqueteo 3-5 Kl.;Medellin;3478
2017-10-16;Paquetes 1-2 Kl. (ME);Medellin;11506
2017-10-16;Radicación de Documentos;Medellin;828
2017-10-16;Firma de Documentos;Pasto;29
2017-10-16;Mensajeria;Pasto;180
2017-10-16;Mercancia;Pasto;554
2017-10-16;Paqueteo 3-5 Kl.;Pasto;44
2017-10-16;Paquetes 1-2 Kl. (ME);Pasto;95
2017-10-16;Radicación de Documentos;Pasto;123
2017-10-16;Firma de Documentos;Pereira;245
2017-10-16;Mensajeria;Pereira;965
2017-10-16;Mercancia;Pereira;8597
2017-10-16;Paqueteo 3-5 Kl.;Pereira;252
2017-10-16;Paquetes 1-2 Kl. (ME);Pereira;841
2017-10-16;Radicación de Documentos;Pereira;393
2017-10-16;Firma de Documentos;Sincelejo;70
2017-10-16;Mensajeria;Sincelejo;587
2017-10-16;Mercancia;Sincelejo;1276
2017-10-16;Paqueteo 3-5 Kl.;Sincelejo;193
2017-10-16;Paquetes 1-2 Kl. (ME);Sincelejo;324
2017-10-16;Radicación de Documentos;Sincelejo;233
2017-10-16;Firma de Documentos;Turbaco;159
2017-10-16;Mensajeria;Turbaco;758
2017-10-16;Mercancia;Turbaco;11061
2017-10-16;Mercancia Aerea;Turbaco;3
2017-10-16;Paqueteo 3-5 Kl.;Turbaco;216
2017-10-16;Paquetes 1-2 Kl. (ME);Turbaco;355
2017-10-16;Radicación de Documentos;Turbaco;177
2017-10-16;Firma de Documentos;Yumbo;586
2017-10-16;Mensajeria;Yumbo;2819
2017-10-16;Mercancia;Yumbo;36617
2017-10-16;Mercancia Aerea;Yumbo;24
2017-10-16;Paqueteo 3-5 Kl.;Yumbo;1179
2017-10-16;Paquetes 1-2 Kl. (ME);Yumbo;3422
2017-10-16;Radicación de Documentos;Yumbo;752
2017-10-23;Firma de Documentos;Barranquilla;298
2017-10-23;Mensajeria;Barranquilla;1440
2017-10-23;Mercancia;Barranquilla;16357
2017-10-23;Mercancia Aerea;Barranquilla;12
2017-10-23;Paqueteo 3-5 Kl.;Barranquilla;1043
2017-10-23;Paquetes 1-2 Kl. (ME);Barranquilla;1579
2017-10-23;Radicación de Documentos;Barranquilla;843
2017-10-23;Firma de Documentos;Bogota;1335
2017-10-23;Mensajeria;Bogota;7014
2017-10-23;Mercancia;Bogota;137353
2017-10-23;Mercancia Aerea;Bogota;355
2017-10-23;Paqueteo 3-5 Kl.;Bogota;4707
2017-10-23;Paquetes 1-2 Kl. (ME);Bogota;10097
2017-10-23;Radicación de Documentos;Bogota;2029
2017-10-23;Firma de Documentos;Bucaramanga;282
2017-10-23;Mensajeria;Bucaramanga;790
2017-10-23;Mercancia;Bucaramanga;4246
2017-10-23;Paqueteo 3-5 Kl.;Bucaramanga;380
2017-10-23;Paquetes 1-2 Kl. (ME);Bucaramanga;614
2017-10-23;Radicación de Documentos;Bucaramanga;426
2017-10-23;Firma de Documentos;Cucuta;44
2017-10-23;Mensajeria;Cucuta;182
2017-10-23;Mercancia;Cucuta;2048
2017-10-23;Mercancia Aerea;Cucuta;1
2017-10-23;Paqueteo 3-5 Kl.;Cucuta;222
2017-10-23;Paquetes 1-2 Kl. (ME);Cucuta;1207
2017-10-23;Radicación de Documentos;Cucuta;135
2017-10-23;Firma de Documentos;Ibague;103
2017-10-23;Mensajeria;Ibague;306
2017-10-23;Mercancia;Ibague;2704
2017-10-23;Paqueteo 3-5 Kl.;Ibague;113
2017-10-23;Paquetes 1-2 Kl. (ME);Ibague;400
2017-10-23;Radicación de Documentos;Ibague;363
2017-10-23;Firma de Documentos;Manizales;67
2017-10-23;Mensajeria;Manizales;205
2017-10-23;Mercancia;Manizales;10805
2017-10-23;Paqueteo 3-5 Kl.;Manizales;398
2017-10-23;Paquetes 1-2 Kl. (ME);Manizales;209
2017-10-23;Radicación de Documentos;Manizales;145
2017-10-23;Firma de Documentos;Medellin;1027
2017-10-23;Mensajeria;Medellin;6294
2017-10-23;Mercancia;Medellin;77755
2017-10-23;Mercancia Aerea;Medellin;19
2017-10-23;Paqueteo 3-5 Kl.;Medellin;3980
2017-10-23;Paquetes 1-2 Kl. (ME);Medellin;13862
2017-10-23;Radicación de Documentos;Medellin;1093
2017-10-23;Firma de Documentos;Pasto;37
2017-10-23;Mensajeria;Pasto;211
2017-10-23;Mercancia;Pasto;712
2017-10-23;Paqueteo 3-5 Kl.;Pasto;47
2017-10-23;Paquetes 1-2 Kl. (ME);Pasto;108
2017-10-23;Radicación de Documentos;Pasto;134
2017-10-23;Firma de Documentos;Pereira;193
2017-10-23;Mensajeria;Pereira;1070
2017-10-23;Mercancia;Pereira;10029
2017-10-23;Mercancia Aerea;Pereira;2
2017-10-23;Paqueteo 3-5 Kl.;Pereira;313
2017-10-23;Paquetes 1-2 Kl. (ME);Pereira;939
2017-10-23;Radicación de Documentos;Pereira;581
2017-10-23;Firma de Documentos;Sincelejo;106
2017-10-23;Mensajeria;Sincelejo;713
2017-10-23;Mercancia;Sincelejo;1415
2017-10-23;Paqueteo 3-5 Kl.;Sincelejo;255
2017-10-23;Paquetes 1-2 Kl. (ME);Sincelejo;410
2017-10-23;Radicación de Documentos;Sincelejo;235
2017-10-23;Firma de Documentos;Turbaco;153
2017-10-23;Mensajeria;Turbaco;829
2017-10-23;Mercancia;Turbaco;16469
2017-10-23;Mercancia Aerea;Turbaco;2
2017-10-23;Paqueteo 3-5 Kl.;Turbaco;264
2017-10-23;Paquetes 1-2 Kl. (ME);Turbaco;372
2017-10-23;Radicación de Documentos;Turbaco;211
2017-10-23;Firma de Documentos;Yumbo;544
2017-10-23;Mensajeria;Yumbo;3369
2017-10-23;Mercancia;Yumbo;48914
2017-10-23;Mercancia Aerea;Yumbo;30
2017-10-23;Paqueteo 3-5 Kl.;Yumbo;1349
2017-10-23;Paquetes 1-2 Kl. (ME);Yumbo;3903
2017-10-23;Radicación de Documentos;Yumbo;936
2017-10-30;Firma de Documentos;Barranquilla;220
2017-10-30;Mensajeria;Barranquilla;2592
2017-10-30;Mercancia;Barranquilla;15889
2017-10-30;Mercancia Aerea;Barranquilla;7
2017-10-30;Paqueteo 3-5 Kl.;Barranquilla;951
2017-10-30;Paquetes 1-2 Kl. (ME);Barranquilla;1856
2017-10-30;Radicación de Documentos;Barranquilla;933
2017-10-30;Firma de Documentos;Bogota;1500
2017-10-30;Mensajeria;Bogota;7846
2017-10-30;Mercancia;Bogota;137696
2017-10-30;Mercancia Aerea;Bogota;382
2017-10-30;Paqueteo 3-5 Kl.;Bogota;4203
2017-10-30;Paquetes 1-2 Kl. (ME);Bogota;10414
2017-10-30;Radicación de Documentos;Bogota;2118
2017-10-30;Firma de Documentos;Bucaramanga;245
2017-10-30;Mensajeria;Bucaramanga;915
2017-10-30;Mercancia;Bucaramanga;4481
2017-10-30;Mercancia Aerea;Bucaramanga;1
2017-10-30;Paqueteo 3-5 Kl.;Bucaramanga;452
2017-10-30;Paquetes 1-2 Kl. (ME);Bucaramanga;611
2017-10-30;Radicación de Documentos;Bucaramanga;493
2017-10-30;Firma de Documentos;Cucuta;43
2017-10-30;Mensajeria;Cucuta;257
2017-10-30;Mercancia;Cucuta;1975
2017-10-30;Paqueteo 3-5 Kl.;Cucuta;184
2017-10-30;Paquetes 1-2 Kl. (ME);Cucuta;1013
2017-10-30;Radicación de Documentos;Cucuta;124
2017-10-30;Firma de Documentos;Ibague;95
2017-10-30;Mensajeria;Ibague;320
2017-10-30;Mercancia;Ibague;2203
2017-10-30;Paqueteo 3-5 Kl.;Ibague;121
2017-10-30;Paquetes 1-2 Kl. (ME);Ibague;323
2017-10-30;Radicación de Documentos;Ibague;356
2017-10-30;Firma de Documentos;Manizales;39
2017-10-30;Mensajeria;Manizales;256
2017-10-30;Mercancia;Manizales;10549
2017-10-30;Paqueteo 3-5 Kl.;Manizales;279
2017-10-30;Paquetes 1-2 Kl. (ME);Manizales;177
2017-10-30;Radicación de Documentos;Manizales;151
2017-10-30;Firma de Documentos;Medellin;1114
2017-10-30;Mensajeria;Medellin;6998
2017-10-30;Mercancia;Medellin;85194
2017-10-30;Mercancia Aerea;Medellin;19
2017-10-30;Paqueteo 3-5 Kl.;Medellin;4135
2017-10-30;Paquetes 1-2 Kl. (ME);Medellin;13662
2017-10-30;Radicación de Documentos;Medellin;1110
2017-10-30;Firma de Documentos;Pasto;17
2017-10-30;Mensajeria;Pasto;145
2017-10-30;Mercancia;Pasto;491
2017-10-30;Paqueteo 3-5 Kl.;Pasto;35
2017-10-30;Paquetes 1-2 Kl. (ME);Pasto;72
2017-10-30;Radicación de Documentos;Pasto;100
2017-10-30;Firma de Documentos;Pereira;248
2017-10-30;Mensajeria;Pereira;1410
2017-10-30;Mercancia;Pereira;10443
2017-10-30;Paqueteo 3-5 Kl.;Pereira;262
2017-10-30;Paquetes 1-2 Kl. (ME);Pereira;1007
2017-10-30;Radicación de Documentos;Pereira;503
2017-10-30;Firma de Documentos;Sincelejo;66
2017-10-30;Mensajeria;Sincelejo;936
2017-10-30;Mercancia;Sincelejo;1515
2017-10-30;Paqueteo 3-5 Kl.;Sincelejo;292
2017-10-30;Paquetes 1-2 Kl. (ME);Sincelejo;415
2017-10-30;Radicación de Documentos;Sincelejo;251
2017-10-30;Firma de Documentos;Turbaco;117
2017-10-30;Mensajeria;Turbaco;904
2017-10-30;Mercancia;Turbaco;13713
2017-10-30;Mercancia Aerea;Turbaco;24
2017-10-30;Paqueteo 3-5 Kl.;Turbaco;235
2017-10-30;Paquetes 1-2 Kl. (ME);Turbaco;444
2017-10-30;Radicación de Documentos;Turbaco;227
2017-10-30;Firma de Documentos;Yumbo;661
2017-10-30;Mensajeria;Yumbo;3203
2017-10-30;Mercancia;Yumbo;48627
2017-10-30;Mercancia Aerea;Yumbo;42
2017-10-30;Paqueteo 3-5 Kl.;Yumbo;1311
2017-10-30;Paquetes 1-2 Kl. (ME);Yumbo;3923
2017-10-30;Radicación de Documentos;Yumbo;920
2017-11-06;Firma de Documentos;Barranquilla;259
2017-11-06;Mensajeria;Barranquilla;1453
2017-11-06;Mercancia;Barranquilla;12371
2017-11-06;Mercancia Aerea;Barranquilla;4
2017-11-06;Paqueteo 3-5 Kl.;Barranquilla;784
2017-11-06;Paquetes 1-2 Kl. (ME);Barranquilla;1596
2017-11-06;Radicación de Documentos;Barranquilla;719
2017-11-06;Firma de Documentos;Bogota;1656
2017-11-06;Mensajeria;Bogota;7243
2017-11-06;Mercancia;Bogota;128344
2017-11-06;Mercancia Aerea;Bogota;382
2017-11-06;Paqueteo 3-5 Kl.;Bogota;3695
2017-11-06;Paquetes 1-2 Kl. (ME);Bogota;9270
2017-11-06;Radicación de Documentos;Bogota;1889
2017-11-06;Firma de Documentos;Bucaramanga;196
2017-11-06;Mensajeria;Bucaramanga;731
2017-11-06;Mercancia;Bucaramanga;4679
2017-11-06;Paqueteo 3-5 Kl.;Bucaramanga;334
2017-11-06;Paquetes 1-2 Kl. (ME);Bucaramanga;590
2017-11-06;Radicación de Documentos;Bucaramanga;354
2017-11-06;Firma de Documentos;Cucuta;47
2017-11-06;Mensajeria;Cucuta;186
2017-11-06;Mercancia;Cucuta;2136
2017-11-06;Paqueteo 3-5 Kl.;Cucuta;224
2017-11-06;Paquetes 1-2 Kl. (ME);Cucuta;805
2017-11-06;Radicación de Documentos;Cucuta;100
2017-11-06;Firma de Documentos;Ibague;76
2017-11-06;Mensajeria;Ibague;279
2017-11-06;Mercancia;Ibague;2062
2017-11-06;Paqueteo 3-5 Kl.;Ibague;90
2017-11-06;Paquetes 1-2 Kl. (ME);Ibague;336
2017-11-06;Radicación de Documentos;Ibague;297
2017-11-06;Firma de Documentos;Manizales;55
2017-11-06;Mensajeria;Manizales;188
2017-11-06;Mercancia;Manizales;9509
2017-11-06;Paqueteo 3-5 Kl.;Manizales;175
2017-11-06;Paquetes 1-2 Kl. (ME);Manizales;158
2017-11-06;Radicación de Documentos;Manizales;133
2017-11-06;Firma de Documentos;Medellin;1069
2017-11-06;Mensajeria;Medellin;6117
2017-11-06;Mercancia;Medellin;75422
2017-11-06;Mercancia Aerea;Medellin;22
2017-11-06;Paqueteo 3-5 Kl.;Medellin;4454
2017-11-06;Paquetes 1-2 Kl. (ME);Medellin;11574
2017-11-06;Radicación de Documentos;Medellin;907
2017-11-06;Firma de Documentos;Pasto;26
2017-11-06;Mensajeria;Pasto;197
2017-11-06;Mercancia;Pasto;882
2017-11-06;Paqueteo 3-5 Kl.;Pasto;48
2017-11-06;Paquetes 1-2 Kl. (ME);Pasto;122
2017-11-06;Radicación de Documentos;Pasto;102
2017-11-06;Firma de Documentos;Pereira;167
2017-11-06;Mensajeria;Pereira;892
2017-11-06;Mercancia;Pereira;9658
2017-11-06;Paqueteo 3-5 Kl.;Pereira;263
2017-11-06;Paquetes 1-2 Kl. (ME);Pereira;904
2017-11-06;Radicación de Documentos;Pereira;503
2017-11-06;Firma de Documentos;Sincelejo;77
2017-11-06;Mensajeria;Sincelejo;631
2017-11-06;Mercancia;Sincelejo;1363
2017-11-06;Paqueteo 3-5 Kl.;Sincelejo;196
2017-11-06;Paquetes 1-2 Kl. (ME);Sincelejo;346
2017-11-06;Radicación de Documentos;Sincelejo;209
2017-11-06;Firma de Documentos;Turbaco;111
2017-11-06;Mensajeria;Turbaco;663
2017-11-06;Mercancia;Turbaco;7906
2017-11-06;Mercancia Aerea;Turbaco;3
2017-11-06;Paqueteo 3-5 Kl.;Turbaco;152
2017-11-06;Paquetes 1-2 Kl. (ME);Turbaco;277
2017-11-06;Radicación de Documentos;Turbaco;206
2017-11-06;Firma de Documentos;Yumbo;480
2017-11-06;Mensajeria;Yumbo;2844
2017-11-06;Mercancia;Yumbo;48326
2017-11-06;Mercancia Aerea;Yumbo;28
2017-11-06;Paqueteo 3-5 Kl.;Yumbo;1288
2017-11-06;Paquetes 1-2 Kl. (ME);Yumbo;3306
2017-11-06;Radicación de Documentos;Yumbo;794
2017-11-13;Firma de Documentos;Barranquilla;257
2017-11-13;Mensajeria;Barranquilla;1447
2017-11-13;Mercancia;Barranquilla;14627
2017-11-13;Mercancia Aerea;Barranquilla;3
2017-11-13;Paqueteo 3-5 Kl.;Barranquilla;886
2017-11-13;Paquetes 1-2 Kl. (ME);Barranquilla;1498
2017-11-13;Radicación de Documentos;Barranquilla;676
2017-11-13;Firma de Documentos;Bogota;1516
2017-11-13;Mensajeria;Bogota;6700
2017-11-13;Mercancia;Bogota;132561
2017-11-13;Mercancia Aerea;Bogota;257
2017-11-13;Paqueteo 3-5 Kl.;Bogota;3613
2017-11-13;Paquetes 1-2 Kl. (ME);Bogota;9240
2017-11-13;Radicación de Documentos;Bogota;1847
2017-11-13;Firma de Documentos;Bucaramanga;241
2017-11-13;Mensajeria;Bucaramanga;793
2017-11-13;Mercancia;Bucaramanga;4421
2017-11-13;Mercancia Aerea;Bucaramanga;1
2017-11-13;Paqueteo 3-5 Kl.;Bucaramanga;316
2017-11-13;Paquetes 1-2 Kl. (ME);Bucaramanga;633
2017-11-13;Radicación de Documentos;Bucaramanga;452
2017-11-13;Firma de Documentos;Cucuta;63
2017-11-13;Mensajeria;Cucuta;177
2017-11-13;Mercancia;Cucuta;1982
2017-11-13;Paqueteo 3-5 Kl.;Cucuta;186
2017-11-13;Paquetes 1-2 Kl. (ME);Cucuta;873
2017-11-13;Radicación de Documentos;Cucuta;124
2017-11-13;Firma de Documentos;Ibague;89
2017-11-13;Mensajeria;Ibague;280
2017-11-13;Mercancia;Ibague;2451
2017-11-13;Paqueteo 3-5 Kl.;Ibague;95
2017-11-13;Paquetes 1-2 Kl. (ME);Ibague;342
2017-11-13;Radicación de Documentos;Ibague;260
2017-11-13;Firma de Documentos;Manizales;57
2017-11-13;Mensajeria;Manizales;169
2017-11-13;Mercancia;Manizales;9470
2017-11-13;Paqueteo 3-5 Kl.;Manizales;179
2017-11-13;Paquetes 1-2 Kl. (ME);Manizales;173
2017-11-13;Radicación de Documentos;Manizales;131
2017-11-13;Firma de Documentos;Medellin;1011
2017-11-13;Mensajeria;Medellin;5957
2017-11-13;Mercancia;Medellin;86034
2017-11-13;Mercancia Aerea;Medellin;30
2017-11-13;Paqueteo 3-5 Kl.;Medellin;4113
2017-11-13;Paquetes 1-2 Kl. (ME);Medellin;11119
2017-11-13;Radicación de Documentos;Medellin;986
2017-11-13;Firma de Documentos;Pasto;37
2017-11-13;Mensajeria;Pasto;191
2017-11-13;Mercancia;Pasto;851
2017-11-13;Paqueteo 3-5 Kl.;Pasto;54
2017-11-13;Paquetes 1-2 Kl. (ME);Pasto;121
2017-11-13;Radicación de Documentos;Pasto;113
2017-11-13;Firma de Documentos;Pereira;190
2017-11-13;Mensajeria;Pereira;1018
2017-11-13;Mercancia;Pereira;8848
