Week;Producto;Terminal_origen;recogidas
2021-03-08;Mensajeria;Cienaga;109
2021-03-08;Mercancia;Cienaga;699
2021-03-08;Paqueteo 3-5 Kl.;Cienaga;209
2021-03-08;Paquetes 1-2 Kl. (ME);Cienaga;506
2021-03-08;Radicación de Documentos;Cienaga;120
2021-03-08;Firma de Documentos;Cucuta;12
2021-03-08;Mensajeria;Cucuta;108
2021-03-08;Mercancia;Cucuta;1622
2021-03-08;Mercancia Aerea;Cucuta;2
2021-03-08;Paqueteo 3-5 Kl.;Cucuta;3928
2021-03-08;Paquetes 1-2 Kl. (ME);Cucuta;2449
2021-03-08;Radicación de Documentos;Cucuta;200
2021-03-08;Mensajeria;Ibague;88
2021-03-08;Mercancia;Ibague;1055
2021-03-08;Paqueteo 3-5 Kl.;Ibague;268
2021-03-08;Paquetes 1-2 Kl. (ME);Ibague;627
2021-03-08;Radicación de Documentos;Ibague;168
2021-03-08;Firma de Documentos;Manizales;1
2021-03-08;Mensajeria;Manizales;132
2021-03-08;Mercancia;Manizales;2822
2021-03-08;Mercancia Aerea;Manizales;4
2021-03-08;Paqueteo 3-5 Kl.;Manizales;233
2021-03-08;Paquetes 1-2 Kl. (ME);Manizales;734
2021-03-08;Radicación de Documentos;Manizales;161
2021-03-08;Firma de Documentos;Medellin;109
2021-03-08;Mensajeria;Medellin;3440
2021-03-08;Mercancia;Medellin;51050
2021-03-08;Mercancia Aerea;Medellin;47
2021-03-08;Paqueteo 3-5 Kl.;Medellin;10092
2021-03-08;Paquetes 1-2 Kl. (ME);Medellin;56288
2021-03-08;Radicación de Documentos;Medellin;985
2021-03-08;Firma de Documentos;Neiva;1
2021-03-08;Mensajeria;Neiva;137
2021-03-08;Mercancia;Neiva;694
2021-03-08;Paqueteo 3-5 Kl.;Neiva;206
2021-03-08;Paquetes 1-2 Kl. (ME);Neiva;463
2021-03-08;Radicación de Documentos;Neiva;166
2021-03-08;Mensajeria;Pasto;128
2021-03-08;Mercancia;Pasto;763
2021-03-08;Paqueteo 3-5 Kl.;Pasto;161
2021-03-08;Paquetes 1-2 Kl. (ME);Pasto;490
2021-03-08;Radicación de Documentos;Pasto;207
2021-03-08;Firma de Documentos;Pereira;7
2021-03-08;Mensajeria;Pereira;586
2021-03-08;Mercancia;Pereira;7127
2021-03-08;Mercancia Aerea;Pereira;8
2021-03-08;Paqueteo 3-5 Kl.;Pereira;737
2021-03-08;Paquetes 1-2 Kl. (ME);Pereira;2639
2021-03-08;Radicación de Documentos;Pereira;477
2021-03-08;Firma de Documentos;Sincelejo;8
2021-03-08;Mensajeria;Sincelejo;411
2021-03-08;Mercancia;Sincelejo;1394
2021-03-08;Paqueteo 3-5 Kl.;Sincelejo;343
2021-03-08;Paquetes 1-2 Kl. (ME);Sincelejo;1912
2021-03-08;Radicación de Documentos;Sincelejo;228
2021-03-08;Firma de Documentos;Turbaco;7
2021-03-08;Mensajeria;Turbaco;326
2021-03-08;Mercancia;Turbaco;13450
2021-03-08;Mercancia Aerea;Turbaco;1
2021-03-08;Paqueteo 3-5 Kl.;Turbaco;655
2021-03-08;Paquetes 1-2 Kl. (ME);Turbaco;1818
2021-03-08;Radicación de Documentos;Turbaco;204
2021-03-08;Firma de Documentos;Yumbo;30
2021-03-08;Mensajeria;Yumbo;1865
2021-03-08;Mercancia;Yumbo;29369
2021-03-08;Mercancia Aerea;Yumbo;1
2021-03-08;Paqueteo 3-5 Kl.;Yumbo;3957
2021-03-08;Paquetes 1-2 Kl. (ME);Yumbo;19505
2021-03-08;Radicación de Documentos;Yumbo;827
2021-03-01;Firma de Documentos;Barranquilla;14
2021-03-01;Mensajeria;Barranquilla;669
2021-03-01;Mercancia;Barranquilla;12575
2021-03-01;Mercancia Aerea;Barranquilla;4
2021-03-01;Paqueteo 3-5 Kl.;Barranquilla;1869
2021-03-01;Paquetes 1-2 Kl. (ME);Barranquilla;7768
2021-03-01;Radicación de Documentos;Barranquilla;251
2021-03-01;Firma de Documentos;Bogota;65
2021-03-01;Mensajeria;Bogota;6571
2021-03-01;Mercancia;Bogota;106085
2021-03-01;Mercancia Aerea;Bogota;191
2021-03-01;Paqueteo 3-5 Kl.;Bogota;20731
2021-03-01;Paquetes 1-2 Kl. (ME);Bogota;61751
2021-03-01;Radicación de Documentos;Bogota;897
2021-03-01;Mensajeria;Bosconia;94
2021-03-01;Mercancia;Bosconia;459
2021-03-01;Paqueteo 3-5 Kl.;Bosconia;114
2021-03-01;Paquetes 1-2 Kl. (ME);Bosconia;295
2021-03-01;Radicación de Documentos;Bosconia;93
2021-03-01;Firma de Documentos;Bucaramanga;9
2021-03-01;Mensajeria;Bucaramanga;437
2021-03-01;Mercancia;Bucaramanga;3601
2021-03-01;Paqueteo 3-5 Kl.;Bucaramanga;1070
2021-03-01;Paquetes 1-2 Kl. (ME);Bucaramanga;3950
2021-03-01;Radicación de Documentos;Bucaramanga;494
2021-03-01;Mensajeria;Cienaga;91
2021-03-01;Mercancia;Cienaga;715
2021-03-01;Paqueteo 3-5 Kl.;Cienaga;211
2021-03-01;Paquetes 1-2 Kl. (ME);Cienaga;590
2021-03-01;Radicación de Documentos;Cienaga;100
2021-03-01;Firma de Documentos;Cucuta;1
2021-03-01;Mensajeria;Cucuta;148
2021-03-01;Mercancia;Cucuta;1505
2021-03-01;Paqueteo 3-5 Kl.;Cucuta;4270
2021-03-01;Paquetes 1-2 Kl. (ME);Cucuta;2921
2021-03-01;Radicación de Documentos;Cucuta;206
2021-03-01;Mensajeria;Ibague;116
2021-03-01;Mercancia;Ibague;1130
2021-03-01;Paqueteo 3-5 Kl.;Ibague;226
2021-03-01;Paquetes 1-2 Kl. (ME);Ibague;647
2021-03-01;Radicación de Documentos;Ibague;140
2021-03-01;Firma de Documentos;Manizales;1
2021-03-01;Mensajeria;Manizales;178
2021-03-01;Mercancia;Manizales;3474
2021-03-01;Mercancia Aerea;Manizales;1
2021-03-01;Paqueteo 3-5 Kl.;Manizales;190
2021-03-01;Paquetes 1-2 Kl. (ME);Manizales;712
2021-03-01;Radicación de Documentos;Manizales;145
2021-03-01;Firma de Documentos;Medellin;172
2021-03-01;Mensajeria;Medellin;3881
2021-03-01;Mercancia;Medellin;54830
2021-03-01;Mercancia Aerea;Medellin;17
2021-03-01;Paqueteo 3-5 Kl.;Medellin;10658
2021-03-01;Paquetes 1-2 Kl. (ME);Medellin;53078
2021-03-01;Radicación de Documentos;Medellin;842
2021-03-01;Mensajeria;Neiva;120
2021-03-01;Mercancia;Neiva;759
2021-03-01;Paqueteo 3-5 Kl.;Neiva;197
2021-03-01;Paquetes 1-2 Kl. (ME);Neiva;390
2021-03-01;Radicación de Documentos;Neiva;125
2021-03-01;Firma de Documentos;Pasto;1
2021-03-01;Mensajeria;Pasto;126
2021-03-01;Mercancia;Pasto;796
2021-03-01;Paqueteo 3-5 Kl.;Pasto;165
2021-03-01;Paquetes 1-2 Kl. (ME);Pasto;502
2021-03-01;Radicación de Documentos;Pasto;172
2021-03-01;Firma de Documentos;Pereira;10
2021-03-01;Mensajeria;Pereira;702
2021-03-01;Mercancia;Pereira;7376
2021-03-01;Paqueteo 3-5 Kl.;Pereira;812
2021-03-01;Paquetes 1-2 Kl. (ME);Pereira;2924
2021-03-01;Radicación de Documentos;Pereira;316
2021-03-01;Firma de Documentos;Sincelejo;4
2021-03-01;Mensajeria;Sincelejo;474
2021-03-01;Mercancia;Sincelejo;1762
2021-03-01;Paqueteo 3-5 Kl.;Sincelejo;359
2021-03-01;Paquetes 1-2 Kl. (ME);Sincelejo;1936
2021-03-01;Radicación de Documentos;Sincelejo;239
2021-03-01;Firma de Documentos;Turbaco;8
2021-03-01;Mensajeria;Turbaco;358
2021-03-01;Mercancia;Turbaco;5649
2021-03-01;Mercancia Aerea;Turbaco;7
2021-03-01;Paqueteo 3-5 Kl.;Turbaco;653
2021-03-01;Paquetes 1-2 Kl. (ME);Turbaco;1853
2021-03-01;Radicación de Documentos;Turbaco;173
2021-03-01;Firma de Documentos;Yumbo;52
2021-03-01;Mensajeria;Yumbo;2640
2021-03-01;Mercancia;Yumbo;29723
2021-03-01;Mercancia Aerea;Yumbo;15
2021-03-01;Paqueteo 3-5 Kl.;Yumbo;4392
2021-03-01;Paquetes 1-2 Kl. (ME);Yumbo;22490
2021-03-01;Radicación de Documentos;Yumbo;701
2021-02-22;Firma de Documentos;Barranquilla;12
2021-02-22;Mensajeria;Barranquilla;1036
2021-02-22;Mercancia;Barranquilla;14029
2021-02-22;Mercancia Aerea;Barranquilla;3
2021-02-22;Paqueteo 3-5 Kl.;Barranquilla;1924
2021-02-22;Paquetes 1-2 Kl. (ME);Barranquilla;7602
2021-02-22;Radicación de Documentos;Barranquilla;360
2021-02-22;Firma de Documentos;Bogota;72
2021-02-22;Mensajeria;Bogota;6831
2021-02-22;Mercancia;Bogota;100971
2021-02-22;Mercancia Aerea;Bogota;111
2021-02-22;Paqueteo 3-5 Kl.;Bogota;18849
2021-02-22;Paquetes 1-2 Kl. (ME);Bogota;53744
2021-02-22;Radicación de Documentos;Bogota;1071
2021-02-22;Mensajeria;Bosconia;152
2021-02-22;Mercancia;Bosconia;761
2021-02-22;Paqueteo 3-5 Kl.;Bosconia;137
2021-02-22;Paquetes 1-2 Kl. (ME);Bosconia;371
2021-02-22;Radicación de Documentos;Bosconia;125
2021-02-22;Mensajeria;Bucaramanga;361
2021-02-22;Mercancia;Bucaramanga;3791
2021-02-22;Mercancia Aerea;Bucaramanga;1
2021-02-22;Paqueteo 3-5 Kl.;Bucaramanga;1175
2021-02-22;Paquetes 1-2 Kl. (ME);Bucaramanga;3958
2021-02-22;Radicación de Documentos;Bucaramanga;526
2021-02-22;Mensajeria;Cienaga;106
2021-02-22;Mercancia;Cienaga;891
2021-02-22;Paqueteo 3-5 Kl.;Cienaga;239
2021-02-22;Paquetes 1-2 Kl. (ME);Cienaga;533
2021-02-22;Radicación de Documentos;Cienaga;87
2021-02-22;Firma de Documentos;Cucuta;3
2021-02-22;Mensajeria;Cucuta;122
2021-02-22;Mercancia;Cucuta;1591
2021-02-22;Mercancia Aerea;Cucuta;1
2021-02-22;Paqueteo 3-5 Kl.;Cucuta;4495
2021-02-22;Paquetes 1-2 Kl. (ME);Cucuta;2678
2021-02-22;Radicación de Documentos;Cucuta;193
2021-02-22;Mensajeria;Ibague;123
2021-02-22;Mercancia;Ibague;1079
2021-02-22;Mercancia Aerea;Ibague;1
2021-02-22;Paqueteo 3-5 Kl.;Ibague;321
2021-02-22;Paquetes 1-2 Kl. (ME);Ibague;665
2021-02-22;Radicación de Documentos;Ibague;150
2021-02-22;Mensajeria;Manizales;141
2021-02-22;Mercancia;Manizales;2683
2021-02-22;Paqueteo 3-5 Kl.;Manizales;261
2021-02-22;Paquetes 1-2 Kl. (ME);Manizales;813
2021-02-22;Radicación de Documentos;Manizales;125
2021-02-22;Firma de Documentos;Medellin;94
2021-02-22;Mensajeria;Medellin;3307
2021-02-22;Mercancia;Medellin;53812
2021-02-22;Mercancia Aerea;Medellin;41
2021-02-22;Paqueteo 3-5 Kl.;Medellin;9901
2021-02-22;Paquetes 1-2 Kl. (ME);Medellin;56341
2021-02-22;Radicación de Documentos;Medellin;762
2021-02-22;Mensajeria;Neiva;143
2021-02-22;Mercancia;Neiva;839
2021-02-22;Paqueteo 3-5 Kl.;Neiva;275
2021-02-22;Paquetes 1-2 Kl. (ME);Neiva;437
2021-02-22;Radicación de Documentos;Neiva;169
2021-02-22;Mensajeria;Pasto;122
2021-02-22;Mercancia;Pasto;657
2021-02-22;Paqueteo 3-5 Kl.;Pasto;154
2021-02-22;Paquetes 1-2 Kl. (ME);Pasto;680
2021-02-22;Radicación de Documentos;Pasto;153
2021-02-22;Firma de Documentos;Pereira;5
2021-02-22;Mensajeria;Pereira;668
2021-02-22;Mercancia;Pereira;8029
2021-02-22;Paqueteo 3-5 Kl.;Pereira;805
2021-02-22;Paquetes 1-2 Kl. (ME);Pereira;2911
2021-02-22;Radicación de Documentos;Pereira;275
2021-02-22;Firma de Documentos;Sincelejo;12
2021-02-22;Mensajeria;Sincelejo;442
2021-02-22;Mercancia;Sincelejo;1544
2021-02-22;Paqueteo 3-5 Kl.;Sincelejo;321
2021-02-22;Paquetes 1-2 Kl. (ME);Sincelejo;1976
2021-02-22;Radicación de Documentos;Sincelejo;182
2021-02-22;Firma de Documentos;Turbaco;7
2021-02-22;Mensajeria;Turbaco;336
2021-02-22;Mercancia;Turbaco;7598
2021-02-22;Mercancia Aerea;Turbaco;2
2021-02-22;Paqueteo 3-5 Kl.;Turbaco;706
2021-02-22;Paquetes 1-2 Kl. (ME);Turbaco;2358
2021-02-22;Radicación de Documentos;Turbaco;182
2021-02-22;Firma de Documentos;Yumbo;31
2021-02-22;Mensajeria;Yumbo;2167
2021-02-22;Mercancia;Yumbo;26287
2021-02-22;Mercancia Aerea;Yumbo;3
2021-02-22;Paqueteo 3-5 Kl.;Yumbo;3969
2021-02-22;Paquetes 1-2 Kl. (ME);Yumbo;19577
2021-02-22;Radicación de Documentos;Yumbo;781
2021-02-15;Firma de Documentos;Barranquilla;22
2021-02-15;Mensajeria;Barranquilla;598
2021-02-15;Mercancia;Barranquilla;13084
2021-02-15;Mercancia Aerea;Barranquilla;1
2021-02-15;Paqueteo 3-5 Kl.;Barranquilla;1734
2021-02-15;Paquetes 1-2 Kl. (ME);Barranquilla;7381
2021-02-15;Radicación de Documentos;Barranquilla;363
2021-02-15;Firma de Documentos;Bogota;72
2021-02-15;Mensajeria;Bogota;6742
2021-02-15;Mercancia;Bogota;107848
2021-02-15;Mercancia Aerea;Bogota;207
2021-02-15;Paqueteo 3-5 Kl.;Bogota;18309
2021-02-15;Paquetes 1-2 Kl. (ME);Bogota;51884
2021-02-15;Radicación de Documentos;Bogota;1467
2021-02-15;Firma de Documentos;Bosconia;4
2021-02-15;Mensajeria;Bosconia;102
2021-02-15;Mercancia;Bosconia;715
2021-02-15;Paqueteo 3-5 Kl.;Bosconia;94
2021-02-15;Paquetes 1-2 Kl. (ME);Bosconia;334
2021-02-15;Radicación de Documentos;Bosconia;71
2021-02-15;Firma de Documentos;Bucaramanga;3
2021-02-15;Mensajeria;Bucaramanga;456
2021-02-15;Mercancia;Bucaramanga;7020
2021-02-15;Paqueteo 3-5 Kl.;Bucaramanga;1014
2021-02-15;Paquetes 1-2 Kl. (ME);Bucaramanga;3534
2021-02-15;Radicación de Documentos;Bucaramanga;576
2021-02-15;Firma de Documentos;Cienaga;4
2021-02-15;Mensajeria;Cienaga;106
2021-02-15;Mercancia;Cienaga;759
2021-02-15;Paqueteo 3-5 Kl.;Cienaga;174
2021-02-15;Paquetes 1-2 Kl. (ME);Cienaga;491
2021-02-15;Radicación de Documentos;Cienaga;89
2021-02-15;Firma de Documentos;Cucuta;3
2021-02-15;Mensajeria;Cucuta;142
2021-02-15;Mercancia;Cucuta;1423
2021-02-15;Mercancia Aerea;Cucuta;1
2021-02-15;Paqueteo 3-5 Kl.;Cucuta;3991
2021-02-15;Paquetes 1-2 Kl. (ME);Cucuta;2286
2021-02-15;Radicación de Documentos;Cucuta;197
2021-02-15;Mensajeria;Ibague;107
2021-02-15;Mercancia;Ibague;1236
2021-02-15;Mercancia Aerea;Ibague;1
2021-02-15;Paqueteo 3-5 Kl.;Ibague;198
2021-02-15;Paquetes 1-2 Kl. (ME);Ibague;606
2021-02-15;Radicación de Documentos;Ibague;185
2021-02-15;Mensajeria;Manizales;198
2021-02-15;Mercancia;Manizales;4800
2021-02-15;Mercancia Aerea;Manizales;1
2021-02-15;Paqueteo 3-5 Kl.;Manizales;189
2021-02-15;Paquetes 1-2 Kl. (ME);Manizales;726
2021-02-15;Radicación de Documentos;Manizales;149
2021-02-15;Firma de Documentos;Medellin;207
2021-02-15;Mensajeria;Medellin;3720
2021-02-15;Mercancia;Medellin;54679
2021-02-15;Mercancia Aerea;Medellin;28
2021-02-15;Paqueteo 3-5 Kl.;Medellin;10307
2021-02-15;Paquetes 1-2 Kl. (ME);Medellin;56522
2021-02-15;Radicación de Documentos;Medellin;894
2021-02-15;Mensajeria;Neiva;133
2021-02-15;Mercancia;Neiva;1124
2021-02-15;Paqueteo 3-5 Kl.;Neiva;176
2021-02-15;Paquetes 1-2 Kl. (ME);Neiva;384
2021-02-15;Radicación de Documentos;Neiva;153
2021-02-15;Mensajeria;Pasto;148
2021-02-15;Mercancia;Pasto;767
2021-02-15;Paqueteo 3-5 Kl.;Pasto;118
2021-02-15;Paquetes 1-2 Kl. (ME);Pasto;573
2021-02-15;Radicación de Documentos;Pasto;223
2021-02-15;Firma de Documentos;Pereira;4
2021-02-15;Mensajeria;Pereira;706
2021-02-15;Mercancia;Pereira;8137
2021-02-15;Paqueteo 3-5 Kl.;Pereira;628
2021-02-15;Paquetes 1-2 Kl. (ME);Pereira;3005
2021-02-15;Radicación de Documentos;Pereira;402
2021-02-15;Firma de Documentos;Sincelejo;7
2021-02-15;Mensajeria;Sincelejo;461
2021-02-15;Mercancia;Sincelejo;1434
2021-02-15;Mercancia Aerea;Sincelejo;1
2021-02-15;Paqueteo 3-5 Kl.;Sincelejo;324
2021-02-15;Paquetes 1-2 Kl. (ME);Sincelejo;1803
2021-02-15;Radicación de Documentos;Sincelejo;187
2021-02-15;Firma de Documentos;Turbaco;18
2021-02-15;Mensajeria;Turbaco;371
2021-02-15;Mercancia;Turbaco;10063
2021-02-15;Mercancia Aerea;Turbaco;2
2021-02-15;Paqueteo 3-5 Kl.;Turbaco;506
2021-02-15;Paquetes 1-2 Kl. (ME);Turbaco;1811
2021-02-15;Radicación de Documentos;Turbaco;167
2021-02-15;Firma de Documentos;Yumbo;30
2021-02-15;Mensajeria;Yumbo;2131
2021-02-15;Mercancia;Yumbo;29645
2021-02-15;Mercancia Aerea;Yumbo;30
2021-02-15;Paqueteo 3-5 Kl.;Yumbo;4335
2021-02-15;Paquetes 1-2 Kl. (ME);Yumbo;20769
2021-02-15;Radicación de Documentos;Yumbo;731
2021-02-08;Firma de Documentos;Barranquilla;18
2021-02-08;Mensajeria;Barranquilla;606
2021-02-08;Mercancia;Barranquilla;12230
2021-02-08;Mercancia Aerea;Barranquilla;4
2021-02-08;Paqueteo 3-5 Kl.;Barranquilla;1900
2021-02-08;Paquetes 1-2 Kl. (ME);Barranquilla;7201
2021-02-08;Radicación de Documentos;Barranquilla;660
2021-02-08;Firma de Documentos;Bogota;94
2021-02-08;Mensajeria;Bogota;6325
2021-02-08;Mercancia;Bogota;112640
2021-02-08;Mercancia Aerea;Bogota;229
2021-02-08;Paqueteo 3-5 Kl.;Bogota;21460
2021-02-08;Paquetes 1-2 Kl. (ME);Bogota;55691
2021-02-08;Radicación de Documentos;Bogota;1775
2021-02-08;Mensajeria;Bosconia;96
2021-02-08;Mercancia;Bosconia;498
2021-02-08;Paqueteo 3-5 Kl.;Bosconia;93
2021-02-08;Paquetes 1-2 Kl. (ME);Bosconia;254
2021-02-08;Radicación de Documentos;Bosconia;126
2021-02-08;Firma de Documentos;Bucaramanga;2
2021-02-08;Mensajeria;Bucaramanga;697
2021-02-08;Mercancia;Bucaramanga;3675
2021-02-08;Paqueteo 3-5 Kl.;Bucaramanga;1024
2021-02-08;Paquetes 1-2 Kl. (ME);Bucaramanga;3516
2021-02-08;Radicación de Documentos;Bucaramanga;630
2021-02-08;Firma de Documentos;Cienaga;1
2021-02-08;Mensajeria;Cienaga;92
2021-02-08;Mercancia;Cienaga;974
2021-02-08;Mercancia Aerea;Cienaga;1
2021-02-08;Paqueteo 3-5 Kl.;Cienaga;156
2021-02-08;Paquetes 1-2 Kl. (ME);Cienaga;472
2021-02-08;Radicación de Documentos;Cienaga;160
2021-02-08;Firma de Documentos;Cucuta;9
2021-02-08;Mensajeria;Cucuta;121
2021-02-08;Mercancia;Cucuta;1455
2021-02-08;Mercancia Aerea;Cucuta;1
2021-02-08;Paqueteo 3-5 Kl.;Cucuta;4027
2021-02-08;Paquetes 1-2 Kl. (ME);Cucuta;2270
2021-02-08;Radicación de Documentos;Cucuta;286
2021-02-08;Mensajeria;Ibague;85
2021-02-08;Mercancia;Ibague;1192
2021-02-08;Mercancia Aerea;Ibague;1
2021-02-08;Paqueteo 3-5 Kl.;Ibague;224
2021-02-08;Paquetes 1-2 Kl. (ME);Ibague;582
2021-02-08;Radicación de Documentos;Ibague;232
2021-02-08;Mensajeria;Manizales;181
2021-02-08;Mercancia;Manizales;4007
2021-02-08;Paqueteo 3-5 Kl.;Manizales;188
2021-02-08;Paquetes 1-2 Kl. (ME);Manizales;651
2021-02-08;Radicación de Documentos;Manizales;181
2021-02-08;Firma de Documentos;Medellin;108
2021-02-08;Mensajeria;Medellin;3211
2021-02-08;Mercancia;Medellin;59142
2021-02-08;Mercancia Aerea;Medellin;91
2021-02-08;Paqueteo 3-5 Kl.;Medellin;10389
2021-02-08;Paquetes 1-2 Kl. (ME);Medellin;56610
2021-02-08;Radicación de Documentos;Medellin;1176
2021-02-08;Mensajeria;Neiva;136
2021-02-08;Mercancia;Neiva;959
2021-02-08;Paqueteo 3-5 Kl.;Neiva;140
2021-02-08;Paquetes 1-2 Kl. (ME);Neiva;362
2021-02-08;Radicación de Documentos;Neiva;189
2021-02-08;Mensajeria;Pasto;116
2021-02-08;Mercancia;Pasto;838
2021-02-08;Paqueteo 3-5 Kl.;Pasto;134
2021-02-08;Paquetes 1-2 Kl. (ME);Pasto;619
2021-02-08;Radicación de Documentos;Pasto;250
2021-02-08;Firma de Documentos;Pereira;10
2021-02-08;Mensajeria;Pereira;627
2021-02-08;Mercancia;Pereira;8023
2021-02-08;Paqueteo 3-5 Kl.;Pereira;597
2021-02-08;Paquetes 1-2 Kl. (ME);Pereira;2603
2021-02-08;Radicación de Documentos;Pereira;476
2021-02-08;Paquetes 1-2 Kl. (ME);Sin Terminal;1
2021-02-08;Firma de Documentos;Sincelejo;16
2021-02-08;Mensajeria;Sincelejo;485
2021-02-08;Mercancia;Sincelejo;1359
2021-02-08;Paqueteo 3-5 Kl.;Sincelejo;327
2021-02-08;Paquetes 1-2 Kl. (ME);Sincelejo;1918
2021-02-08;Radicación de Documentos;Sincelejo;312
2021-02-08;Firma de Documentos;Turbaco;7
2021-02-08;Mensajeria;Turbaco;366
2021-02-08;Mercancia;Turbaco;10251
2021-02-08;Mercancia Aerea;Turbaco;3
2021-02-08;Paqueteo 3-5 Kl.;Turbaco;594
2021-02-08;Paquetes 1-2 Kl. (ME);Turbaco;1687
2021-02-08;Radicación de Documentos;Turbaco;242
2021-02-08;Firma de Documentos;Yumbo;30
2021-02-08;Mensajeria;Yumbo;1830
2021-02-08;Mercancia;Yumbo;28640
2021-02-08;Mercancia Aerea;Yumbo;3
2021-02-08;Paqueteo 3-5 Kl.;Yumbo;4051
2021-02-08;Paquetes 1-2 Kl. (ME);Yumbo;20261
2021-02-08;Radicación de Documentos;Yumbo;1007
2021-02-01;Firma de Documentos;Barranquilla;28
2021-02-01;Mensajeria;Barranquilla;655
2021-02-01;Mercancia;Barranquilla;17163
2021-02-01;Mercancia Aerea;Barranquilla;12
2021-02-01;Paqueteo 3-5 Kl.;Barranquilla;1865
2021-02-01;Paquetes 1-2 Kl. (ME);Barranquilla;7654
2021-02-01;Radicación de Documentos;Barranquilla;375
2021-02-01;Firma de Documentos;Bogota;77
2021-02-01;Mensajeria;Bogota;6229
2021-02-01;Mercancia;Bogota;111015
2021-02-01;Mercancia Aerea;Bogota;248
2021-02-01;Paqueteo 3-5 Kl.;Bogota;19369
2021-02-01;Paquetes 1-2 Kl. (ME);Bogota;58964
2021-02-01;Radicación de Documentos;Bogota;1560
2021-02-01;Mensajeria;Bosconia;114
2021-02-01;Mercancia;Bosconia;464
2021-02-01;Mercancia Aerea;Bosconia;1
2021-02-01;Paqueteo 3-5 Kl.;Bosconia;129
2021-02-01;Paquetes 1-2 Kl. (ME);Bosconia;385
2021-02-01;Radicación de Documentos;Bosconia;138
2021-02-01;Firma de Documentos;Bucaramanga;5
2021-02-01;Mensajeria;Bucaramanga;668
2021-02-01;Mercancia;Bucaramanga;3764
2021-02-01;Mercancia Aerea;Bucaramanga;7
2021-02-01;Paqueteo 3-5 Kl.;Bucaramanga;1113
2021-02-01;Paquetes 1-2 Kl. (ME);Bucaramanga;3728
2021-02-01;Radicación de Documentos;Bucaramanga;555
2021-02-01;Firma de Documentos;Cienaga;1
2021-02-01;Mensajeria;Cienaga;130
2021-02-01;Mercancia;Cienaga;720
2021-02-01;Mercancia Aerea;Cienaga;1
2021-02-01;Paqueteo 3-5 Kl.;Cienaga;156
2021-02-01;Paquetes 1-2 Kl. (ME);Cienaga;538
2021-02-01;Radicación de Documentos;Cienaga;120
2021-02-01;Firma de Documentos;Cucuta;10
2021-02-01;Mensajeria;Cucuta;171
2021-02-01;Mercancia;Cucuta;1319
2021-02-01;Mercancia Aerea;Cucuta;35
2021-02-01;Paqueteo 3-5 Kl.;Cucuta;3626
2021-02-01;Paquetes 1-2 Kl. (ME);Cucuta;2554
2021-02-01;Radicación de Documentos;Cucuta;195
2021-02-01;Mensajeria;Ibague;111
2021-02-01;Mercancia;Ibague;1136
2021-02-01;Paqueteo 3-5 Kl.;Ibague;290
2021-02-01;Paquetes 1-2 Kl. (ME);Ibague;675
2021-02-01;Radicación de Documentos;Ibague;160
2021-02-01;Firma de Documentos;Manizales;1
2021-02-01;Mensajeria;Manizales;189
2021-02-01;Mercancia;Manizales;3741
2021-02-01;Mercancia Aerea;Manizales;1
2021-02-01;Paqueteo 3-5 Kl.;Manizales;209
2021-02-01;Paquetes 1-2 Kl. (ME);Manizales;674
2021-02-01;Radicación de Documentos;Manizales;173
2021-02-01;Firma de Documentos;Medellin;116
2021-02-01;Mensajeria;Medellin;3588
2021-02-01;Mercancia;Medellin;57743
2021-02-01;Mercancia Aerea;Medellin;102
2021-02-01;Paqueteo 3-5 Kl.;Medellin;12856
2021-02-01;Paquetes 1-2 Kl. (ME);Medellin;57832
2021-02-01;Radicación de Documentos;Medellin;992
2021-02-01;Firma de Documentos;Neiva;1
2021-02-01;Mensajeria;Neiva;143
2021-02-01;Mercancia;Neiva;813
2021-02-01;Paqueteo 3-5 Kl.;Neiva;159
2021-02-01;Paquetes 1-2 Kl. (ME);Neiva;385
2021-02-01;Radicación de Documentos;Neiva;204
2021-02-01;Mensajeria;Pasto;148
2021-02-01;Mercancia;Pasto;715
2021-02-01;Paqueteo 3-5 Kl.;Pasto;127
2021-02-01;Paquetes 1-2 Kl. (ME);Pasto;506
2021-02-01;Radicación de Documentos;Pasto;223
2021-02-01;Firma de Documentos;Pereira;7
2021-02-01;Mensajeria;Pereira;721
2021-02-01;Mercancia;Pereira;7177
2021-02-01;Mercancia Aerea;Pereira;3
2021-02-01;Paqueteo 3-5 Kl.;Pereira;617
2021-02-01;Paquetes 1-2 Kl. (ME);Pereira;2791
2021-02-01;Radicación de Documentos;Pereira;388
2021-02-01;Firma de Documentos;Sincelejo;6
2021-02-01;Mensajeria;Sincelejo;458
2021-02-01;Mercancia;Sincelejo;1640
2021-02-01;Mercancia Aerea;Sincelejo;1
2021-02-01;Paqueteo 3-5 Kl.;Sincelejo;362
2021-02-01;Paquetes 1-2 Kl. (ME);Sincelejo;2024
2021-02-01;Radicación de Documentos;Sincelejo;225
2021-02-01;Firma de Documentos;Turbaco;23
2021-02-01;Mensajeria;Turbaco;356
2021-02-01;Mercancia;Turbaco;5965
2021-02-01;Mercancia Aerea;Turbaco;4
2021-02-01;Paqueteo 3-5 Kl.;Turbaco;527
2021-02-01;Paquetes 1-2 Kl. (ME);Turbaco;1781
2021-02-01;Radicación de Documentos;Turbaco;226
2021-02-01;Firma de Documentos;Yumbo;53
2021-02-01;Mensajeria;Yumbo;3270
