Week;Terminal_origen;productoMaestro;recogidas
2021-05-22;Ibague;Mensajeria;40
2021-05-22;Ibague;Paqueteo 3-5;19
2021-05-22;Manizales;Mercancia;512
2021-05-22;Manizales;Paquetes 1-2;129
2021-05-22;Manizales;Mensajeria;57
2021-05-22;Manizales;Paqueteo 3-5;26
2021-05-22;Medellin;Mercancia;5427
2021-05-22;Medellin;Paquetes 1-2;4875
2021-05-22;Medellin;Paqueteo 3-5;1146
2021-05-22;Medellin;Mensajeria;237
2021-05-22;Neiva;Paquetes 1-2;41
2021-05-22;Neiva;Mercancia;16
2021-05-22;Neiva;Paqueteo 3-5;11
2021-05-22;Neiva;Mensajeria;9
2021-05-22;Pasto;Paquetes 1-2;8
2021-05-22;Pasto;Paqueteo 3-5;2
2021-05-22;Pasto;Mensajeria;1
2021-05-22;Pasto;Mercancia;1
2021-05-22;Pereira;Mercancia;1237
2021-05-22;Pereira;Paquetes 1-2;308
2021-05-22;Pereira;Mensajeria;78
2021-05-22;Pereira;Paqueteo 3-5;51
2021-05-22;Sincelejo;Paquetes 1-2;250
2021-05-22;Sincelejo;Mercancia;184
2021-05-22;Sincelejo;Mensajeria;88
2021-05-22;Sincelejo;Paqueteo 3-5;58
2021-05-22;Turbaco;Paquetes 1-2;248
2021-05-22;Turbaco;Mercancia;239
2021-05-22;Turbaco;Paqueteo 3-5;58
2021-05-22;Turbaco;Mensajeria;40
2021-05-22;Yumbo;Mercancia;3870
2021-05-22;Yumbo;Paquetes 1-2;1235
2021-05-22;Yumbo;Paqueteo 3-5;471
2021-05-22;Yumbo;Mensajeria;26
2021-05-21;Barranquilla;Mercancia;2051
2021-05-21;Barranquilla;Paquetes 1-2;1458
2021-05-21;Barranquilla;Paqueteo 3-5;267
2021-05-21;Barranquilla;Mensajeria;137
2021-05-21;Bogota;Mercancia;20937
2021-05-21;Bogota;Paquetes 1-2;9963
2021-05-21;Bogota;Paqueteo 3-5;3634
2021-05-21;Bogota;Mensajeria;1670
2021-05-21;Bosconia;Paquetes 1-2;148
2021-05-21;Bosconia;Mercancia;120
2021-05-21;Bosconia;Mensajeria;51
2021-05-21;Bosconia;Paqueteo 3-5;50
2021-05-21;Bucaramanga;Paquetes 1-2;714
2021-05-21;Bucaramanga;Mercancia;689
2021-05-21;Bucaramanga;Paqueteo 3-5;272
2021-05-21;Bucaramanga;Mensajeria;159
2021-05-21;Cienaga;Paquetes 1-2;144
2021-05-21;Cienaga;Mercancia;104
2021-05-21;Cienaga;Paqueteo 3-5;32
2021-05-21;Cienaga;Mensajeria;31
2021-05-21;Cucuta;Paqueteo 3-5;404
2021-05-21;Cucuta;Paquetes 1-2;315
2021-05-21;Cucuta;Mercancia;239
2021-05-21;Cucuta;Mensajeria;64
2021-05-21;Ibague;Mercancia;196
2021-05-21;Ibague;Paquetes 1-2;78
2021-05-21;Ibague;Mensajeria;57
2021-05-21;Ibague;Paqueteo 3-5;26
2021-05-21;Manizales;Mercancia;916
2021-05-21;Manizales;Paquetes 1-2;127
2021-05-21;Manizales;Mensajeria;59
2021-05-21;Manizales;Paqueteo 3-5;34
2021-05-21;Medellin;Paquetes 1-2;9839
2021-05-21;Medellin;Mercancia;9790
2021-05-21;Medellin;Paqueteo 3-5;1681
2021-05-21;Medellin;Mensajeria;1016
2021-05-21;Neiva;Mercancia;81
2021-05-21;Neiva;Paquetes 1-2;58
2021-05-21;Neiva;Mensajeria;33
2021-05-21;Neiva;Paqueteo 3-5;13
2021-05-21;Pasto;Paquetes 1-2;16
2021-05-21;Pasto;Paqueteo 3-5;2
2021-05-21;Pasto;Mercancia;1
2021-05-21;Pereira;Mercancia;1447
2021-05-21;Pereira;Paquetes 1-2;463
2021-05-21;Pereira;Mensajeria;211
2021-05-21;Pereira;Paqueteo 3-5;109
2021-05-21;Sin Terminal;Paquetes 1-2;2
2021-05-21;Sincelejo;Paquetes 1-2;302
2021-05-21;Sincelejo;Mercancia;169
2021-05-21;Sincelejo;Mensajeria;86
2021-05-21;Sincelejo;Paqueteo 3-5;54
2021-05-21;Turbaco;Mercancia;2955
2021-05-21;Turbaco;Paquetes 1-2;286
2021-05-21;Turbaco;Mensajeria;115
2021-05-21;Turbaco;Paqueteo 3-5;78
2021-05-21;Yumbo;Mercancia;5740
2021-05-21;Yumbo;Paquetes 1-2;3341
2021-05-21;Yumbo;Paqueteo 3-5;823
2021-05-21;Yumbo;Mensajeria;241
2021-05-20;Barranquilla;Mercancia;1944
2021-05-20;Barranquilla;Paquetes 1-2;1488
2021-05-20;Barranquilla;Mensajeria;405
2021-05-20;Barranquilla;Paqueteo 3-5;388
2021-05-20;Bogota;Mercancia;23195
2021-05-20;Bogota;Paquetes 1-2;13996
2021-05-20;Bogota;Paqueteo 3-5;3668
2021-05-20;Bogota;Mensajeria;1305
2021-05-20;Bosconia;Paquetes 1-2;17
2021-05-20;Bosconia;Mercancia;8
2021-05-20;Bosconia;Mensajeria;6
2021-05-20;Bosconia;Paqueteo 3-5;3
2021-05-20;Bucaramanga;Mercancia;713
2021-05-20;Bucaramanga;Paquetes 1-2;682
2021-05-20;Bucaramanga;Paqueteo 3-5;180
2021-05-20;Bucaramanga;Mensajeria;151
2021-05-20;Cienaga;Mercancia;120
2021-05-20;Cienaga;Paquetes 1-2;119
2021-05-20;Cienaga;Paqueteo 3-5;48
2021-05-20;Cienaga;Mensajeria;32
2021-05-20;Cucuta;Paqueteo 3-5;614
2021-05-20;Cucuta;Paquetes 1-2;347
2021-05-20;Cucuta;Mercancia;274
2021-05-20;Cucuta;Mensajeria;33
2021-05-20;Ibague;Mercancia;210
2021-05-20;Ibague;Paquetes 1-2;140
2021-05-20;Ibague;Paqueteo 3-5;34
2021-05-20;Ibague;Mensajeria;31
2021-05-20;Manizales;Mercancia;617
2021-05-20;Manizales;Paquetes 1-2;191
2021-05-20;Manizales;Mensajeria;61
2021-05-20;Manizales;Paqueteo 3-5;37
2021-05-20;Medellin;Mercancia;11477
2021-05-20;Medellin;Paquetes 1-2;10985
2021-05-20;Medellin;Paqueteo 3-5;1852
2021-05-20;Medellin;Mensajeria;879
2021-05-20;Neiva;Mercancia;73
2021-05-20;Neiva;Paquetes 1-2;57
2021-05-20;Neiva;Paqueteo 3-5;18
2021-05-20;Neiva;Mensajeria;15
2021-05-20;Pasto;Paquetes 1-2;55
2021-05-20;Pasto;Paqueteo 3-5;9
2021-05-20;Pasto;Mercancia;8
2021-05-20;Pereira;Mercancia;1366
2021-05-20;Pereira;Paquetes 1-2;556
2021-05-20;Pereira;Mensajeria;135
2021-05-20;Pereira;Paqueteo 3-5;112
2021-05-20;Sincelejo;Paquetes 1-2;317
2021-05-20;Sincelejo;Mercancia;218
2021-05-20;Sincelejo;Paqueteo 3-5;66
2021-05-20;Sincelejo;Mensajeria;64
2021-05-20;Turbaco;Mercancia;2920
2021-05-20;Turbaco;Paquetes 1-2;298
2021-05-20;Turbaco;Mensajeria;81
2021-05-20;Turbaco;Paqueteo 3-5;74
2021-05-20;Yumbo;Mercancia;3940
2021-05-20;Yumbo;Paquetes 1-2;3371
2021-05-20;Yumbo;Paqueteo 3-5;430
2021-05-20;Yumbo;Mensajeria;418
2021-05-19;Barranquilla;Mercancia;1796
2021-05-19;Barranquilla;Paquetes 1-2;1748
2021-05-19;Barranquilla;Paqueteo 3-5;417
2021-05-19;Barranquilla;Mensajeria;341
2021-05-19;Bogota;Mercancia;18877
2021-05-19;Bogota;Paquetes 1-2;16291
2021-05-19;Bogota;Paqueteo 3-5;3652
2021-05-19;Bogota;Mensajeria;1715
2021-05-19;Bosconia;Mercancia;106
2021-05-19;Bosconia;Paquetes 1-2;66
2021-05-19;Bosconia;Mensajeria;51
2021-05-19;Bosconia;Paqueteo 3-5;24
2021-05-19;Bucaramanga;Paquetes 1-2;824
2021-05-19;Bucaramanga;Mercancia;743
2021-05-19;Bucaramanga;Paqueteo 3-5;219
2021-05-19;Bucaramanga;Mensajeria;163
2021-05-19;Cienaga;Paquetes 1-2;134
2021-05-19;Cienaga;Mercancia;91
2021-05-19;Cienaga;Mensajeria;53
2021-05-19;Cienaga;Paqueteo 3-5;36
2021-05-19;Cucuta;Paqueteo 3-5;783
2021-05-19;Cucuta;Paquetes 1-2;454
2021-05-19;Cucuta;Mercancia;373
2021-05-19;Cucuta;Mensajeria;76
2021-05-19;Ibague;Mercancia;226
2021-05-19;Ibague;Paquetes 1-2;157
2021-05-19;Ibague;Mensajeria;52
2021-05-19;Ibague;Paqueteo 3-5;47
2021-05-19;Manizales;Mercancia;221
2021-05-19;Manizales;Paquetes 1-2;137
2021-05-19;Manizales;Mensajeria;49
2021-05-19;Manizales;Paqueteo 3-5;26
2021-05-19;Medellin;Paquetes 1-2;16822
2021-05-19;Medellin;Mercancia;12332
2021-05-19;Medellin;Paqueteo 3-5;2378
2021-05-19;Medellin;Mensajeria;717
2021-05-19;Neiva;Mercancia;729
2021-05-19;Neiva;Mensajeria;148
2021-05-19;Neiva;Paquetes 1-2;127
2021-05-19;Neiva;Paqueteo 3-5;62
2021-05-19;Pasto;Paquetes 1-2;13
2021-05-19;Pasto;Mensajeria;7
2021-05-19;Pasto;Mercancia;6
2021-05-19;Pasto;Paqueteo 3-5;4
2021-05-19;Pereira;Mercancia;1415
2021-05-19;Pereira;Paquetes 1-2;515
2021-05-19;Pereira;Mensajeria;117
2021-05-19;Pereira;Paqueteo 3-5;81
2021-05-19;Sincelejo;Paquetes 1-2;438
2021-05-19;Sincelejo;Mercancia;285
2021-05-19;Sincelejo;Mensajeria;172
2021-05-19;Sincelejo;Paqueteo 3-5;105
2021-05-19;Turbaco;Paquetes 1-2;387
2021-05-19;Turbaco;Mercancia;340
2021-05-19;Turbaco;Paqueteo 3-5;80
2021-05-19;Turbaco;Mensajeria;60
2021-05-19;Yumbo;Paquetes 1-2;3248
2021-05-19;Yumbo;Mercancia;2918
2021-05-19;Yumbo;Paqueteo 3-5;766
2021-05-19;Yumbo;Mensajeria;216
2021-05-18;Barranquilla;Paquetes 1-2;2290
2021-05-18;Barranquilla;Mercancia;2245
2021-05-18;Barranquilla;Paqueteo 3-5;444
2021-05-18;Barranquilla;Mensajeria;273
2021-05-18;Bogota;Mercancia;17784
2021-05-18;Bogota;Paquetes 1-2;15866
2021-05-18;Bogota;Paqueteo 3-5;4898
2021-05-18;Bogota;Mensajeria;2069
2021-05-18;Bosconia;Paquetes 1-2;1
2021-05-18;Bucaramanga;Paquetes 1-2;901
2021-05-18;Bucaramanga;Mercancia;809
2021-05-18;Bucaramanga;Mensajeria;315
2021-05-18;Bucaramanga;Paqueteo 3-5;263
2021-05-18;Cienaga;Mercancia;10
2021-05-18;Cienaga;Paqueteo 3-5;3
2021-05-18;Cienaga;Paquetes 1-2;1
2021-05-18;Cucuta;Paqueteo 3-5;833
2021-05-18;Cucuta;Paquetes 1-2;544
2021-05-18;Cucuta;Mercancia;270
2021-05-18;Cucuta;Mensajeria;71
2021-05-18;Ibague;Mercancia;158
2021-05-18;Ibague;Paquetes 1-2;131
2021-05-18;Ibague;Paqueteo 3-5;41
2021-05-18;Ibague;Mensajeria;38
2021-05-18;Manizales;Mercancia;677
2021-05-18;Manizales;Paquetes 1-2;155
2021-05-18;Manizales;Mensajeria;60
2021-05-18;Manizales;Paqueteo 3-5;49
2021-05-18;Medellin;Paquetes 1-2;15412
2021-05-18;Medellin;Mercancia;8851
2021-05-18;Medellin;Paqueteo 3-5;2217
2021-05-18;Medellin;Mensajeria;802
2021-05-18;Pasto;Mensajeria;11
2021-05-18;Pasto;Paquetes 1-2;6
2021-05-18;Pasto;Mercancia;4
2021-05-18;Pasto;Paqueteo 3-5;1
2021-05-18;Pereira;Mercancia;859
2021-05-18;Pereira;Paquetes 1-2;438
2021-05-18;Pereira;Mensajeria;246
2021-05-18;Pereira;Paqueteo 3-5;108
2021-05-18;Sincelejo;Mercancia;31
2021-05-18;Sincelejo;Paquetes 1-2;18
2021-05-18;Sincelejo;Mensajeria;10
2021-05-18;Sincelejo;Paqueteo 3-5;6
2021-05-18;Turbaco;Mercancia;706
2021-05-18;Turbaco;Paquetes 1-2;457
2021-05-18;Turbaco;Mensajeria;156
2021-05-18;Turbaco;Paqueteo 3-5;143
2021-05-18;Yumbo;Paquetes 1-2;2561
2021-05-18;Yumbo;Mercancia;2171
2021-05-18;Yumbo;Paqueteo 3-5;450
2021-05-18;Yumbo;Mensajeria;174
2021-05-17;Bogota;Paquetes 1-2;37
2021-05-17;Bogota;Mercancia;11
2021-05-17;Bogota;Mensajeria;1
2021-05-17;Bogota;Paqueteo 3-5;1
2021-05-17;Bosconia;Paquetes 1-2;15
2021-05-17;Bosconia;Mercancia;14
2021-05-17;Bosconia;Paqueteo 3-5;4
2021-05-17;Bosconia;Mensajeria;2
2021-05-17;Cienaga;Mercancia;7
2021-05-17;Cienaga;Paqueteo 3-5;1
2021-05-17;Cienaga;Paquetes 1-2;1
2021-05-17;Medellin;Mercancia;2
2021-05-17;Medellin;Paquetes 1-2;1
2021-05-17;Neiva;Paquetes 1-2;3
2021-05-17;Neiva;Mensajeria;1
2021-05-17;Neiva;Mercancia;1
2021-05-17;Pereira;Mercancia;7
2021-05-17;Yumbo;Mercancia;655
2021-05-17;Yumbo;Paquetes 1-2;499
2021-05-17;Yumbo;Paqueteo 3-5;295
2021-05-17;Yumbo;Mensajeria;1
2021-05-16;Barranquilla;Mercancia;13
2021-05-16;Barranquilla;Paqueteo 3-5;10
2021-05-16;Barranquilla;Paquetes 1-2;2
2021-05-16;Bogota;Mercancia;9
2021-05-16;Bogota;Paquetes 1-2;5
2021-05-16;Bogota;Mensajeria;3
2021-05-16;Bosconia;Paquetes 1-2;62
2021-05-16;Bosconia;Mercancia;25
2021-05-16;Bosconia;Mensajeria;23
2021-05-16;Bosconia;Paqueteo 3-5;15
2021-05-16;Bucaramanga;Mercancia;7
2021-05-16;Cienaga;Paquetes 1-2;62
2021-05-16;Cienaga;Mercancia;24
2021-05-16;Cienaga;Paqueteo 3-5;22
2021-05-16;Cienaga;Mensajeria;21
2021-05-16;Medellin;Mercancia;12
2021-05-16;Medellin;Paquetes 1-2;11
2021-05-16;Medellin;Paqueteo 3-5;7
2021-05-16;Neiva;Mensajeria;20
2021-05-16;Neiva;Paquetes 1-2;11
2021-05-16;Neiva;Paqueteo 3-5;7
2021-05-16;Neiva;Mercancia;5
2021-05-16;Pasto;Mensajeria;1
2021-05-16;Pereira;Mercancia;5
2021-05-16;Sincelejo;Paquetes 1-2;203
2021-05-16;Sincelejo;Mercancia;85
2021-05-16;Sincelejo;Mensajeria;51
2021-05-16;Sincelejo;Paqueteo 3-5;37
2021-05-16;Yumbo;Mercancia;3
2021-05-16;Yumbo;Mensajeria;2
2021-05-16;Yumbo;Paquetes 1-2;2
2021-05-16;Yumbo;Paqueteo 3-5;1
2021-05-15;Barranquilla;Mercancia;862
2021-05-15;Barranquilla;Paquetes 1-2;652
2021-05-15;Barranquilla;Paqueteo 3-5;195
2021-05-15;Barranquilla;Mensajeria;115
2021-05-15;Bogota;Mercancia;6696
2021-05-15;Bogota;Paquetes 1-2;4953
2021-05-15;Bogota;Paqueteo 3-5;1586
2021-05-15;Bogota;Mensajeria;171
2021-05-15;Bosconia;Paquetes 1-2;76
2021-05-15;Bosconia;Mercancia;60
2021-05-15;Bosconia;Paqueteo 3-5;34
2021-05-15;Bosconia;Mensajeria;31
2021-05-15;Bucaramanga;Paquetes 1-2;394
2021-05-15;Bucaramanga;Mercancia;393
2021-05-15;Bucaramanga;Paqueteo 3-5;128
2021-05-15;Bucaramanga;Mensajeria;75
2021-05-15;Cienaga;Paquetes 1-2;47
2021-05-15;Cienaga;Mercancia;41
2021-05-15;Cienaga;Mensajeria;17
2021-05-15;Cienaga;Paqueteo 3-5;12
2021-05-15;Cucuta;Paqueteo 3-5;471
2021-05-15;Cucuta;Paquetes 1-2;226
2021-05-15;Cucuta;Mercancia;200
2021-05-15;Cucuta;Mensajeria;31
2021-05-15;Ibague;Mercancia;116
2021-05-15;Ibague;Paquetes 1-2;85
2021-05-15;Ibague;Mensajeria;34
2021-05-15;Ibague;Paqueteo 3-5;24
2021-05-15;Manizales;Mercancia;395
2021-05-15;Manizales;Paquetes 1-2;127
2021-05-15;Manizales;Mensajeria;46
2021-05-15;Manizales;Paqueteo 3-5;29
2021-05-15;Medellin;Paquetes 1-2;4093
2021-05-15;Medellin;Mercancia;3612
2021-05-15;Medellin;Paqueteo 3-5;725
2021-05-15;Medellin;Mensajeria;213
2021-05-15;Neiva;Paquetes 1-2;74
2021-05-15;Neiva;Mercancia;63
2021-05-15;Neiva;Paqueteo 3-5;17
2021-05-15;Neiva;Mensajeria;15
2021-05-15;Pasto;Paquetes 1-2;8
2021-05-15;Pasto;Mensajeria;4
2021-05-15;Pasto;Mercancia;3
2021-05-15;Pasto;Paqueteo 3-5;3
2021-05-15;Pereira;Mercancia;557
2021-05-15;Pereira;Paquetes 1-2;280
2021-05-15;Pereira;Mensajeria;55
2021-05-15;Pereira;Paqueteo 3-5;45
2021-05-15;Sincelejo;Paquetes 1-2;355
2021-05-15;Sincelejo;Mercancia;193
2021-05-15;Sincelejo;Mensajeria;97
2021-05-15;Sincelejo;Paqueteo 3-5;75
2021-05-15;Turbaco;Mercancia;4898
2021-05-15;Turbaco;Paquetes 1-2;202
2021-05-15;Turbaco;Mensajeria;44
2021-05-15;Turbaco;Paqueteo 3-5;44
2021-05-15;Yumbo;Mercancia;2257
2021-05-15;Yumbo;Paquetes 1-2;2020
2021-05-15;Yumbo;Paqueteo 3-5;689
2021-05-15;Yumbo;Mensajeria;100
2021-05-14;Barranquilla;Mercancia;1592
2021-05-14;Barranquilla;Paquetes 1-2;1298
2021-05-14;Barranquilla;Paqueteo 3-5;330
2021-05-14;Barranquilla;Mensajeria;212
2021-05-14;Bogota;Mercancia;15968
2021-05-14;Bogota;Paquetes 1-2;9741
2021-05-14;Bogota;Paqueteo 3-5;3148
2021-05-14;Bogota;Mensajeria;1026
2021-05-14;Bosconia;Paquetes 1-2;103
2021-05-14;Bosconia;Mercancia;47
2021-05-14;Bosconia;Mensajeria;18
2021-05-14;Bosconia;Paqueteo 3-5;12
2021-05-14;Bucaramanga;Paquetes 1-2;513
2021-05-14;Bucaramanga;Mercancia;460
2021-05-14;Bucaramanga;Paqueteo 3-5;142
2021-05-14;Bucaramanga;Mensajeria;134
2021-05-14;Cienaga;Paquetes 1-2;91
2021-05-14;Cienaga;Mercancia;61
2021-05-14;Cienaga;Paqueteo 3-5;39
2021-05-14;Cienaga;Mensajeria;27
2021-05-14;Cucuta;Paqueteo 3-5;516
2021-05-14;Cucuta;Mercancia;368
2021-05-14;Cucuta;Paquetes 1-2;301
2021-05-14;Cucuta;Mensajeria;33
2021-05-14;Ibague;Mercancia;193
2021-05-14;Ibague;Paquetes 1-2;72
2021-05-14;Ibague;Mensajeria;36
2021-05-14;Ibague;Paqueteo 3-5;25
2021-05-14;Manizales;Mercancia;357
2021-05-14;Manizales;Paquetes 1-2;67
2021-05-14;Manizales;Mensajeria;53
2021-05-14;Manizales;Paqueteo 3-5;17
2021-05-14;Medellin;Paquetes 1-2;8706
2021-05-14;Medellin;Mercancia;7352
2021-05-14;Medellin;Paqueteo 3-5;2259
2021-05-14;Medellin;Mensajeria;733
2021-05-14;Neiva;Mercancia;32
2021-05-14;Neiva;Paquetes 1-2;32
2021-05-14;Neiva;Mensajeria;19
2021-05-14;Neiva;Paqueteo 3-5;8
2021-05-14;Pasto;Paquetes 1-2;22
2021-05-14;Pasto;Mercancia;7
2021-05-14;Pasto;Mensajeria;6
2021-05-14;Pasto;Paqueteo 3-5;2
2021-05-14;Pereira;Mercancia;715
2021-05-14;Pereira;Paquetes 1-2;266
2021-05-14;Pereira;Mensajeria;70
2021-05-14;Pereira;Paqueteo 3-5;66
2021-05-14;Sincelejo;Paquetes 1-2;358
2021-05-14;Sincelejo;Mercancia;253
2021-05-14;Sincelejo;Mensajeria;84
2021-05-14;Sincelejo;Paqueteo 3-5;50
2021-05-14;Turbaco;Mercancia;1893
2021-05-14;Turbaco;Paquetes 1-2;230
2021-05-14;Turbaco;Paqueteo 3-5;83
2021-05-14;Turbaco;Mensajeria;81
2021-05-14;Yumbo;Paquetes 1-2;2105
2021-05-14;Yumbo;Mercancia;1525
2021-05-14;Yumbo;Paqueteo 3-5;531
2021-05-14;Yumbo;Mensajeria;218
2021-05-13;Barranquilla;Mercancia;1773
2021-05-13;Barranquilla;Paquetes 1-2;1509
2021-05-13;Barranquilla;Paqueteo 3-5;306
2021-05-13;Barranquilla;Mensajeria;124
2021-05-13;Bogota;Mercancia;15711
2021-05-13;Bogota;Paquetes 1-2;12720
2021-05-13;Bogota;Paqueteo 3-5;3634
2021-05-13;Bogota;Mensajeria;1361
2021-05-13;Bosconia;Mercancia;83
2021-05-13;Bosconia;Paquetes 1-2;60
2021-05-13;Bosconia;Mensajeria;26
2021-05-13;Bosconia;Paqueteo 3-5;16
2021-05-13;Bucaramanga;Mercancia;764
2021-05-13;Bucaramanga;Paquetes 1-2;663
2021-05-13;Bucaramanga;Paqueteo 3-5;145
2021-05-13;Bucaramanga;Mensajeria;106
2021-05-13;Cienaga;Paquetes 1-2;91
2021-05-13;Cienaga;Mercancia;88
2021-05-13;Cienaga;Paqueteo 3-5;32
2021-05-13;Cienaga;Mensajeria;28
2021-05-13;Cucuta;Paqueteo 3-5;474
2021-05-13;Cucuta;Paquetes 1-2;315
2021-05-13;Cucuta;Mercancia;214
2021-05-13;Cucuta;Mensajeria;66
2021-05-13;Ibague;Mercancia;150
2021-05-13;Ibague;Paquetes 1-2;95
2021-05-13;Ibague;Mensajeria;58
2021-05-13;Ibague;Paqueteo 3-5;19
2021-05-13;Manizales;Mercancia;407
2021-05-13;Manizales;Paquetes 1-2;225
2021-05-13;Manizales;Mensajeria;49
2021-05-13;Manizales;Paqueteo 3-5;45
2021-05-13;Medellin;Paquetes 1-2;8384
2021-05-13;Medellin;Mercancia;7866
2021-05-13;Medellin;Paqueteo 3-5;1477
2021-05-13;Medellin;Mensajeria;547
2021-05-13;Neiva;Mercancia;129
2021-05-13;Neiva;Paquetes 1-2;113
2021-05-13;Neiva;Paqueteo 3-5;43
2021-05-13;Neiva;Mensajeria;35
2021-05-13;Pasto;Mensajeria;11
2021-05-13;Pasto;Mercancia;8
2021-05-13;Pasto;Paquetes 1-2;4
2021-05-13;Pasto;Paqueteo 3-5;1
2021-05-13;Pereira;Mercancia;671
2021-05-13;Pereira;Paquetes 1-2;392
2021-05-13;Pereira;Mensajeria;54
2021-05-13;Pereira;Paqueteo 3-5;51
2021-05-13;Sincelejo;Paquetes 1-2;308
2021-05-13;Sincelejo;Mercancia;179
2021-05-13;Sincelejo;Mensajeria;99
2021-05-13;Sincelejo;Paqueteo 3-5;61
2021-05-13;Turbaco;Mercancia;1879
2021-05-13;Turbaco;Paquetes 1-2;278
2021-05-13;Turbaco;Mensajeria;98
2021-05-13;Turbaco;Paqueteo 3-5;75
2021-05-13;Yumbo;Paquetes 1-2;2181
2021-05-13;Yumbo;Mercancia;1002
2021-05-13;Yumbo;Paqueteo 3-5;500
2021-05-13;Yumbo;Mensajeria;54
2021-05-12;Barranquilla;Mercancia;2317
2021-05-12;Barranquilla;Paquetes 1-2;1153
2021-05-12;Barranquilla;Paqueteo 3-5;306
2021-05-12;Barranquilla;Mensajeria;119
2021-05-12;Bogota;Mercancia;8875
2021-05-12;Bogota;Paquetes 1-2;6343
2021-05-12;Bogota;Paqueteo 3-5;2698
2021-05-12;Bogota;Mensajeria;829
2021-05-12;Bosconia;Paquetes 1-2;98
2021-05-12;Bosconia;Mercancia;54
2021-05-12;Bosconia;Paqueteo 3-5;35
2021-05-12;Bosconia;Mensajeria;26
2021-05-12;Bucaramanga;Paquetes 1-2;468
2021-05-12;Bucaramanga;Mercancia;378
2021-05-12;Bucaramanga;Mensajeria;174
2021-05-12;Bucaramanga;Paqueteo 3-5;164
2021-05-12;Cienaga;Paquetes 1-2;93
2021-05-12;Cienaga;Mercancia;66
2021-05-12;Cienaga;Paqueteo 3-5;40
2021-05-12;Cienaga;Mensajeria;28
2021-05-12;Cucuta;Paqueteo 3-5;307
2021-05-12;Cucuta;Paquetes 1-2;272
2021-05-12;Cucuta;Mercancia;156
2021-05-12;Cucuta;Mensajeria;31
2021-05-12;Ibague;Paquetes 1-2;113
2021-05-12;Ibague;Mercancia;101
2021-05-12;Ibague;Mensajeria;44
2021-05-12;Ibague;Paqueteo 3-5;39
2021-05-12;Manizales;Mercancia;309
2021-05-12;Manizales;Paquetes 1-2;130
2021-05-12;Manizales;Paqueteo 3-5;34
2021-05-12;Manizales;Mensajeria;28
2021-05-12;Medellin;Paquetes 1-2;7615
2021-05-12;Medellin;Mercancia;7236
2021-05-12;Medellin;Paqueteo 3-5;1646
2021-05-12;Medellin;Mensajeria;771
2021-05-12;Neiva;Paquetes 1-2;144
2021-05-12;Neiva;Mercancia;111
2021-05-12;Neiva;Paqueteo 3-5;52
2021-05-12;Neiva;Mensajeria;38
2021-05-12;Pasto;Paquetes 1-2;14
2021-05-12;Pasto;Mensajeria;4
2021-05-12;Pasto;Mercancia;4
2021-05-12;Pasto;Paqueteo 3-5;4
2021-05-12;Pereira;Mercancia;819
2021-05-12;Pereira;Paquetes 1-2;169
2021-05-12;Pereira;Paqueteo 3-5;48
2021-05-12;Pereira;Mensajeria;16
2021-05-12;Sincelejo;Paquetes 1-2;397
2021-05-12;Sincelejo;Mercancia;231
2021-05-12;Sincelejo;Mensajeria;81
2021-05-12;Sincelejo;Paqueteo 3-5;54
2021-05-12;Turbaco;Mercancia;3328
2021-05-12;Turbaco;Paquetes 1-2;350
2021-05-12;Turbaco;Paqueteo 3-5;104
2021-05-12;Turbaco;Mensajeria;63
2021-05-12;Yumbo;Mercancia;2538
2021-05-12;Yumbo;Paquetes 1-2;1084
2021-05-12;Yumbo;Paqueteo 3-5;200
2021-05-12;Yumbo;Mensajeria;96
2021-05-11;Barranquilla;Mercancia;2913
2021-05-11;Barranquilla;Paquetes 1-2;1460
2021-05-11;Barranquilla;Paqueteo 3-5;341
2021-05-11;Barranquilla;Mensajeria;226
2021-05-11;Bogota;Mercancia;17463
2021-05-11;Bogota;Paquetes 1-2;10446
2021-05-11;Bogota;Paqueteo 3-5;3668
2021-05-11;Bogota;Mensajeria;1844
2021-05-11;Bosconia;Paquetes 1-2;92
2021-05-11;Bosconia;Mercancia;56
2021-05-11;Bosconia;Paqueteo 3-5;48
2021-05-11;Bosconia;Mensajeria;33
2021-05-11;Bucaramanga;Paquetes 1-2;605
2021-05-11;Bucaramanga;Mercancia;597
2021-05-11;Bucaramanga;Paqueteo 3-5;227
2021-05-11;Bucaramanga;Mensajeria;107
2021-05-11;Cienaga;Paquetes 1-2;108
2021-05-11;Cienaga;Mercancia;95
2021-05-11;Cienaga;Mensajeria;56
2021-05-11;Cienaga;Paqueteo 3-5;42
2021-05-11;Cucuta;Paqueteo 3-5;434
2021-05-11;Cucuta;Paquetes 1-2;276
2021-05-11;Cucuta;Mercancia;239
2021-05-11;Cucuta;Mensajeria;61
2021-05-11;Ibague;Mercancia;245
2021-05-11;Ibague;Paquetes 1-2;103
2021-05-11;Ibague;Paqueteo 3-5;40
2021-05-11;Ibague;Mensajeria;38
2021-05-11;Manizales;Mercancia;371
2021-05-11;Manizales;Paquetes 1-2;100
2021-05-11;Manizales;Paqueteo 3-5;38
2021-05-11;Manizales;Mensajeria;26
2021-05-11;Medellin;Paquetes 1-2;10072
2021-05-11;Medellin;Mercancia;8007
2021-05-11;Medellin;Paqueteo 3-5;2082
2021-05-11;Medellin;Mensajeria;551
2021-05-11;Neiva;Paqueteo 3-5;5
