Week;Terminal_origen;productoMaestro;recogidas
2020-05-25;Bucaramanga;Paquetes 1-2;3113
2020-05-25;Bucaramanga;Mercancia;2747
2020-05-25;Bucaramanga;Paqueteo 3-5;1412
2020-05-25;Bucaramanga;Mensajeria;647
2020-05-25;Cienaga;Mercancia;297
2020-05-25;Cienaga;Paquetes 1-2;274
2020-05-25;Cienaga;Mensajeria;117
2020-05-25;Cienaga;Paqueteo 3-5;52
2020-05-25;Cucuta;Paqueteo 3-5;3571
2020-05-25;Cucuta;Paquetes 1-2;1966
2020-05-25;Cucuta;Mercancia;826
2020-05-25;Cucuta;Mensajeria;168
2020-05-25;Ibague;Paquetes 1-2;863
2020-05-25;Ibague;Mercancia;577
2020-05-25;Ibague;Mensajeria;172
2020-05-25;Ibague;Paqueteo 3-5;86
2020-05-25;Manizales;Mercancia;1214
2020-05-25;Manizales;Paquetes 1-2;542
2020-05-25;Manizales;Mensajeria;204
2020-05-25;Manizales;Paqueteo 3-5;140
2020-05-25;Medellin;Paquetes 1-2;104523
2020-05-25;Medellin;Mercancia;36281
2020-05-25;Medellin;Paqueteo 3-5;11036
2020-05-25;Medellin;Mensajeria;3324
2020-05-25;Neiva;Mercancia;575
2020-05-25;Neiva;Mensajeria;137
2020-05-25;Neiva;Paquetes 1-2;135
2020-05-25;Neiva;Paqueteo 3-5;32
2020-05-25;Pasto;Mercancia;314
2020-05-25;Pasto;Paquetes 1-2;210
2020-05-25;Pasto;Mensajeria;167
2020-05-25;Pasto;Paqueteo 3-5;51
2020-05-25;Pereira;Mercancia;3811
2020-05-25;Pereira;Paquetes 1-2;2237
2020-05-25;Pereira;Mensajeria;538
2020-05-25;Pereira;Paqueteo 3-5;488
2020-05-25;Sincelejo;Paquetes 1-2;1196
2020-05-25;Sincelejo;Mercancia;1057
2020-05-25;Sincelejo;Mensajeria;364
2020-05-25;Sincelejo;Paqueteo 3-5;187
2020-05-25;Turbaco;Mercancia;1655
2020-05-25;Turbaco;Paquetes 1-2;1515
2020-05-25;Turbaco;Mensajeria;346
2020-05-25;Turbaco;Paqueteo 3-5;296
2020-05-25;Yumbo;Mercancia;24920
2020-05-25;Yumbo;Paquetes 1-2;13683
2020-05-25;Yumbo;Paqueteo 3-5;3156
2020-05-25;Yumbo;Mensajeria;1646
2020-05-18;Barranquilla;Mercancia;7948
2020-05-18;Barranquilla;Paquetes 1-2;7252
2020-05-18;Barranquilla;Paqueteo 3-5;1531
2020-05-18;Barranquilla;Mensajeria;862
2020-05-18;Bogota;Mercancia;103156
2020-05-18;Bogota;Paquetes 1-2;71068
2020-05-18;Bogota;Paqueteo 3-5;20315
2020-05-18;Bogota;Mensajeria;5484
2020-05-18;Bosconia;Mercancia;231
2020-05-18;Bosconia;Paquetes 1-2;168
2020-05-18;Bosconia;Mensajeria;155
2020-05-18;Bosconia;Paqueteo 3-5;41
2020-05-18;Bucaramanga;Paquetes 1-2;4020
2020-05-18;Bucaramanga;Mercancia;3186
2020-05-18;Bucaramanga;Paqueteo 3-5;1590
2020-05-18;Bucaramanga;Mensajeria;672
2020-05-18;Cienaga;Mercancia;339
2020-05-18;Cienaga;Paquetes 1-2;228
2020-05-18;Cienaga;Mensajeria;72
2020-05-18;Cienaga;Paqueteo 3-5;46
2020-05-18;Cucuta;Paqueteo 3-5;3318
2020-05-18;Cucuta;Paquetes 1-2;2018
2020-05-18;Cucuta;Mercancia;525
2020-05-18;Cucuta;Mensajeria;183
2020-05-18;Ibague;Paquetes 1-2;885
2020-05-18;Ibague;Mercancia;552
2020-05-18;Ibague;Mensajeria;186
2020-05-18;Ibague;Paqueteo 3-5;102
2020-05-18;Manizales;Mercancia;1287
2020-05-18;Manizales;Paquetes 1-2;666
2020-05-18;Manizales;Mensajeria;212
2020-05-18;Manizales;Paqueteo 3-5;99
2020-05-18;Medellin;Paquetes 1-2;98261
2020-05-18;Medellin;Mercancia;44930
2020-05-18;Medellin;Paqueteo 3-5;14628
2020-05-18;Medellin;Mensajeria;4209
2020-05-18;Neiva;Mercancia;517
2020-05-18;Neiva;Paquetes 1-2;186
2020-05-18;Neiva;Mensajeria;165
2020-05-18;Neiva;Paqueteo 3-5;68
2020-05-18;Pasto;Paquetes 1-2;398
2020-05-18;Pasto;Mercancia;309
2020-05-18;Pasto;Mensajeria;216
2020-05-18;Pasto;Paqueteo 3-5;59
2020-05-18;Pereira;Mercancia;3671
2020-05-18;Pereira;Paquetes 1-2;2849
2020-05-18;Pereira;Mensajeria;608
2020-05-18;Pereira;Paqueteo 3-5;606
2020-05-18;Sincelejo;Paquetes 1-2;1347
2020-05-18;Sincelejo;Mercancia;1122
2020-05-18;Sincelejo;Mensajeria;436
2020-05-18;Sincelejo;Paqueteo 3-5;267
2020-05-18;Turbaco;Mercancia;7461
2020-05-18;Turbaco;Paquetes 1-2;1849
2020-05-18;Turbaco;Mensajeria;381
2020-05-18;Turbaco;Paqueteo 3-5;372
2020-05-18;Yumbo;Mercancia;23136
2020-05-18;Yumbo;Paquetes 1-2;15785
2020-05-18;Yumbo;Paqueteo 3-5;3727
2020-05-18;Yumbo;Mensajeria;1866
2020-05-11;Barranquilla;Mercancia;8768
2020-05-11;Barranquilla;Paquetes 1-2;6224
2020-05-11;Barranquilla;Paqueteo 3-5;1185
2020-05-11;Barranquilla;Mensajeria;790
2020-05-11;Bogota;Mercancia;96208
2020-05-11;Bogota;Paquetes 1-2;72720
2020-05-11;Bogota;Paqueteo 3-5;16332
2020-05-11;Bogota;Mensajeria;5743
2020-05-11;Bosconia;Mercancia;285
2020-05-11;Bosconia;Paquetes 1-2;283
2020-05-11;Bosconia;Mensajeria;96
2020-05-11;Bosconia;Paqueteo 3-5;49
2020-05-11;Bucaramanga;Paquetes 1-2;3152
2020-05-11;Bucaramanga;Mercancia;2986
2020-05-11;Bucaramanga;Paqueteo 3-5;1363
2020-05-11;Bucaramanga;Mensajeria;514
2020-05-11;Cienaga;Mercancia;306
2020-05-11;Cienaga;Paquetes 1-2;302
2020-05-11;Cienaga;Mensajeria;105
2020-05-11;Cienaga;Paqueteo 3-5;72
2020-05-11;Cucuta;Paqueteo 3-5;3143
2020-05-11;Cucuta;Paquetes 1-2;2318
2020-05-11;Cucuta;Mercancia;570
2020-05-11;Cucuta;Mensajeria;141
2020-05-11;Ibague;Mercancia;489
2020-05-11;Ibague;Paquetes 1-2;426
2020-05-11;Ibague;Mensajeria;146
2020-05-11;Ibague;Paqueteo 3-5;66
2020-05-11;Manizales;Mercancia;1516
2020-05-11;Manizales;Paquetes 1-2;652
2020-05-11;Manizales;Mensajeria;215
2020-05-11;Manizales;Paqueteo 3-5;102
2020-05-11;Medellin;Paquetes 1-2;86507
2020-05-11;Medellin;Mercancia;39203
2020-05-11;Medellin;Paqueteo 3-5;11008
2020-05-11;Medellin;Mensajeria;3223
2020-05-11;Neiva;Mercancia;484
2020-05-11;Neiva;Mensajeria;176
2020-05-11;Neiva;Paquetes 1-2;143
2020-05-11;Neiva;Paqueteo 3-5;44
2020-05-11;Pasto;Paquetes 1-2;331
2020-05-11;Pasto;Mercancia;273
2020-05-11;Pasto;Mensajeria;189
2020-05-11;Pasto;Paqueteo 3-5;50
2020-05-11;Pereira;Mercancia;3515
2020-05-11;Pereira;Paquetes 1-2;2380
2020-05-11;Pereira;Mensajeria;610
2020-05-11;Pereira;Paqueteo 3-5;468
2020-05-11;Sincelejo;Paquetes 1-2;1208
2020-05-11;Sincelejo;Mercancia;944
2020-05-11;Sincelejo;Mensajeria;385
2020-05-11;Sincelejo;Paqueteo 3-5;205
2020-05-11;Turbaco;Paquetes 1-2;1977
2020-05-11;Turbaco;Mercancia;1509
2020-05-11;Turbaco;Mensajeria;386
2020-05-11;Turbaco;Paqueteo 3-5;298
2020-05-11;Yumbo;Mercancia;18593
2020-05-11;Yumbo;Paquetes 1-2;15012
2020-05-11;Yumbo;Paqueteo 3-5;3514
2020-05-11;Yumbo;Mensajeria;1614
2020-05-04;Barranquilla;Mercancia;8108
2020-05-04;Barranquilla;Paquetes 1-2;6615
2020-05-04;Barranquilla;Paqueteo 3-5;1454
2020-05-04;Barranquilla;Mensajeria;644
2020-05-04;Bogota;Mercancia;100038
2020-05-04;Bogota;Paquetes 1-2;83776
2020-05-04;Bogota;Paqueteo 3-5;19078
2020-05-04;Bogota;Mensajeria;5061
2020-05-04;Bosconia;Paquetes 1-2;184
2020-05-04;Bosconia;Mercancia;128
2020-05-04;Bosconia;Mensajeria;113
2020-05-04;Bosconia;Paqueteo 3-5;39
2020-05-04;Bucaramanga;Paquetes 1-2;3829
2020-05-04;Bucaramanga;Mercancia;2336
2020-05-04;Bucaramanga;Paqueteo 3-5;1543
2020-05-04;Bucaramanga;Mensajeria;422
2020-05-04;Cienaga;Mercancia;334
2020-05-04;Cienaga;Paquetes 1-2;275
2020-05-04;Cienaga;Paqueteo 3-5;80
2020-05-04;Cienaga;Mensajeria;69
2020-05-04;Cucuta;Paqueteo 3-5;3289
2020-05-04;Cucuta;Paquetes 1-2;2244
2020-05-04;Cucuta;Mercancia;547
2020-05-04;Cucuta;Mensajeria;149
2020-05-04;Ibague;Mercancia;374
2020-05-04;Ibague;Paquetes 1-2;288
2020-05-04;Ibague;Mensajeria;119
2020-05-04;Ibague;Paqueteo 3-5;63
2020-05-04;Manizales;Mercancia;1128
2020-05-04;Manizales;Paquetes 1-2;929
2020-05-04;Manizales;Mensajeria;156
2020-05-04;Manizales;Paqueteo 3-5;121
2020-05-04;Medellin;Paquetes 1-2;99819
2020-05-04;Medellin;Mercancia;39727
2020-05-04;Medellin;Paqueteo 3-5;11462
2020-05-04;Medellin;Mensajeria;3061
2020-05-04;Neiva;Mercancia;418
2020-05-04;Neiva;Paquetes 1-2;151
2020-05-04;Neiva;Mensajeria;73
2020-05-04;Neiva;Paqueteo 3-5;51
2020-05-04;Pasto;Paquetes 1-2;326
2020-05-04;Pasto;Mercancia;196
2020-05-04;Pasto;Mensajeria;142
2020-05-04;Pasto;Paqueteo 3-5;62
2020-05-04;Pereira;Mercancia;3671
2020-05-04;Pereira;Paquetes 1-2;2742
2020-05-04;Pereira;Mensajeria;498
2020-05-04;Pereira;Paqueteo 3-5;493
2020-05-04;Sincelejo;Paquetes 1-2;1742
2020-05-04;Sincelejo;Mercancia;955
2020-05-04;Sincelejo;Mensajeria;316
2020-05-04;Sincelejo;Paqueteo 3-5;277
2020-05-04;Turbaco;Paquetes 1-2;2092
2020-05-04;Turbaco;Mercancia;1313
2020-05-04;Turbaco;Mensajeria;301
2020-05-04;Turbaco;Paqueteo 3-5;252
2020-05-04;Yumbo;Mercancia;19371
2020-05-04;Yumbo;Paquetes 1-2;18637
2020-05-04;Yumbo;Paqueteo 3-5;4004
2020-05-04;Yumbo;Mensajeria;1775
2020-04-27;Barranquilla;Paquetes 1-2;5479
2020-04-27;Barranquilla;Mercancia;5266
2020-04-27;Barranquilla;Paqueteo 3-5;1038
2020-04-27;Barranquilla;Mensajeria;730
2020-04-27;Bogota;Mercancia;73979
2020-04-27;Bogota;Paquetes 1-2;65176
2020-04-27;Bogota;Paqueteo 3-5;16317
2020-04-27;Bogota;Mensajeria;4161
2020-04-27;Bosconia;Paquetes 1-2;159
2020-04-27;Bosconia;Mensajeria;123
2020-04-27;Bosconia;Mercancia;84
2020-04-27;Bosconia;Paqueteo 3-5;47
2020-04-27;Bucaramanga;Paquetes 1-2;2667
2020-04-27;Bucaramanga;Mercancia;1794
2020-04-27;Bucaramanga;Paqueteo 3-5;1171
2020-04-27;Bucaramanga;Mensajeria;436
2020-04-27;Cienaga;Mercancia;166
2020-04-27;Cienaga;Paquetes 1-2;162
2020-04-27;Cienaga;Mensajeria;87
2020-04-27;Cienaga;Paqueteo 3-5;50
2020-04-27;Cucuta;Paqueteo 3-5;2077
2020-04-27;Cucuta;Paquetes 1-2;1456
2020-04-27;Cucuta;Mercancia;584
2020-04-27;Cucuta;Mensajeria;151
2020-04-27;Ibague;Paquetes 1-2;366
2020-04-27;Ibague;Mercancia;310
2020-04-27;Ibague;Mensajeria;179
2020-04-27;Ibague;Paqueteo 3-5;122
2020-04-27;Manizales;Mercancia;882
2020-04-27;Manizales;Paquetes 1-2;528
2020-04-27;Manizales;Mensajeria;156
2020-04-27;Manizales;Paqueteo 3-5;86
2020-04-27;Medellin;Paquetes 1-2;76400
2020-04-27;Medellin;Mercancia;28929
2020-04-27;Medellin;Paqueteo 3-5;7744
2020-04-27;Medellin;Mensajeria;2527
2020-04-27;Neiva;Mercancia;227
2020-04-27;Neiva;Mensajeria;111
2020-04-27;Neiva;Paquetes 1-2;69
2020-04-27;Neiva;Paqueteo 3-5;28
2020-04-27;Pasto;Paquetes 1-2;328
2020-04-27;Pasto;Mercancia;216
2020-04-27;Pasto;Mensajeria;138
2020-04-27;Pasto;Paqueteo 3-5;66
2020-04-27;Pereira;Mercancia;2600
2020-04-27;Pereira;Paquetes 1-2;2059
2020-04-27;Pereira;Paqueteo 3-5;510
2020-04-27;Pereira;Mensajeria;462
2020-04-27;Sincelejo;Paquetes 1-2;797
2020-04-27;Sincelejo;Mercancia;795
2020-04-27;Sincelejo;Mensajeria;356
2020-04-27;Sincelejo;Paqueteo 3-5;166
2020-04-27;Turbaco;Mercancia;4731
2020-04-27;Turbaco;Paquetes 1-2;1361
2020-04-27;Turbaco;Mensajeria;301
2020-04-27;Turbaco;Paqueteo 3-5;214
2020-04-27;Yumbo;Mercancia;15221
2020-04-27;Yumbo;Paquetes 1-2;14670
2020-04-27;Yumbo;Paqueteo 3-5;2895
2020-04-27;Yumbo;Mensajeria;1322
2020-04-20;Barranquilla;Paquetes 1-2;5062
2020-04-20;Barranquilla;Mercancia;4262
2020-04-20;Barranquilla;Paqueteo 3-5;973
2020-04-20;Barranquilla;Mensajeria;702
2020-04-20;Bogota;Mercancia;71846
2020-04-20;Bogota;Paquetes 1-2;59143
2020-04-20;Bogota;Paqueteo 3-5;13576
2020-04-20;Bogota;Mensajeria;4572
2020-04-20;Bosconia;Mercancia;210
2020-04-20;Bosconia;Paquetes 1-2;171
2020-04-20;Bosconia;Mensajeria;123
2020-04-20;Bosconia;Paqueteo 3-5;35
2020-04-20;Bucaramanga;Paquetes 1-2;2503
2020-04-20;Bucaramanga;Mercancia;1953
2020-04-20;Bucaramanga;Paqueteo 3-5;1110
2020-04-20;Bucaramanga;Mensajeria;394
2020-04-20;Cienaga;Paquetes 1-2;244
2020-04-20;Cienaga;Mercancia;211
2020-04-20;Cienaga;Mensajeria;105
2020-04-20;Cienaga;Paqueteo 3-5;59
2020-04-20;Cucuta;Paqueteo 3-5;1629
2020-04-20;Cucuta;Paquetes 1-2;1212
2020-04-20;Cucuta;Mercancia;401
2020-04-20;Cucuta;Mensajeria;152
2020-04-20;Ibague;Mercancia;326
2020-04-20;Ibague;Paquetes 1-2;306
2020-04-20;Ibague;Mensajeria;141
2020-04-20;Ibague;Paqueteo 3-5;64
2020-04-20;Manizales;Mercancia;722
2020-04-20;Manizales;Paquetes 1-2;504
2020-04-20;Manizales;Mensajeria;143
2020-04-20;Manizales;Paqueteo 3-5;92
2020-04-20;Medellin;Paquetes 1-2;75313
2020-04-20;Medellin;Mercancia;29534
2020-04-20;Medellin;Paqueteo 3-5;7304
2020-04-20;Medellin;Mensajeria;2224
2020-04-20;Neiva;Mensajeria;138
2020-04-20;Neiva;Paquetes 1-2;137
2020-04-20;Neiva;Mercancia;111
2020-04-20;Neiva;Paqueteo 3-5;43
2020-04-20;Pasto;Paquetes 1-2;283
2020-04-20;Pasto;Mensajeria;165
2020-04-20;Pasto;Mercancia;159
2020-04-20;Pasto;Paqueteo 3-5;43
2020-04-20;Pereira;Paquetes 1-2;2044
2020-04-20;Pereira;Mercancia;1488
2020-04-20;Pereira;Paqueteo 3-5;540
2020-04-20;Pereira;Mensajeria;412
2020-04-20;Sincelejo;Paquetes 1-2;708
2020-04-20;Sincelejo;Mercancia;663
2020-04-20;Sincelejo;Mensajeria;258
2020-04-20;Sincelejo;Paqueteo 3-5;146
2020-04-20;Turbaco;Paquetes 1-2;1208
2020-04-20;Turbaco;Mercancia;948
2020-04-20;Turbaco;Mensajeria;306
2020-04-20;Turbaco;Paqueteo 3-5;168
2020-04-20;Yumbo;Mercancia;16036
2020-04-20;Yumbo;Paquetes 1-2;14117
2020-04-20;Yumbo;Paqueteo 3-5;2758
2020-04-20;Yumbo;Mensajeria;1139
2020-04-13;Barranquilla;Paquetes 1-2;4037
2020-04-13;Barranquilla;Mercancia;3425
2020-04-13;Barranquilla;Mensajeria;1635
2020-04-13;Barranquilla;Paqueteo 3-5;826
2020-04-13;Bogota;Mercancia;66850
2020-04-13;Bogota;Paquetes 1-2;55917
2020-04-13;Bogota;Paqueteo 3-5;12808
2020-04-13;Bogota;Mensajeria;6588
2020-04-13;Bosconia;Mercancia;164
2020-04-13;Bosconia;Paquetes 1-2;143
2020-04-13;Bosconia;Mensajeria;74
2020-04-13;Bosconia;Paqueteo 3-5;54
2020-04-13;Bucaramanga;Paquetes 1-2;2553
2020-04-13;Bucaramanga;Mercancia;1642
2020-04-13;Bucaramanga;Paqueteo 3-5;867
2020-04-13;Bucaramanga;Mensajeria;374
2020-04-13;Cienaga;Paquetes 1-2;286
2020-04-13;Cienaga;Mercancia;185
2020-04-13;Cienaga;Mensajeria;79
2020-04-13;Cienaga;Paqueteo 3-5;77
2020-04-13;Cucuta;Paquetes 1-2;1039
2020-04-13;Cucuta;Paqueteo 3-5;777
2020-04-13;Cucuta;Mercancia;259
2020-04-13;Cucuta;Mensajeria;222
2020-04-13;Ibague;Mercancia;462
2020-04-13;Ibague;Paquetes 1-2;219
2020-04-13;Ibague;Mensajeria;104
2020-04-13;Ibague;Paqueteo 3-5;48
2020-04-13;Manizales;Mercancia;1195
2020-04-13;Manizales;Paquetes 1-2;417
2020-04-13;Manizales;Mensajeria;144
2020-04-13;Manizales;Paqueteo 3-5;60
2020-04-13;Medellin;Paquetes 1-2;63516
2020-04-13;Medellin;Mercancia;25208
2020-04-13;Medellin;Paqueteo 3-5;7209
2020-04-13;Medellin;Mensajeria;2282
2020-04-13;Neiva;Mercancia;134
2020-04-13;Neiva;Paquetes 1-2;86
2020-04-13;Neiva;Mensajeria;69
2020-04-13;Neiva;Paqueteo 3-5;48
2020-04-13;Pasto;Paquetes 1-2;256
2020-04-13;Pasto;Mercancia;183
2020-04-13;Pasto;Mensajeria;108
2020-04-13;Pasto;Paqueteo 3-5;92
2020-04-13;Pereira;Paquetes 1-2;1581
2020-04-13;Pereira;Mercancia;1173
2020-04-13;Pereira;Paqueteo 3-5;345
2020-04-13;Pereira;Mensajeria;330
2020-04-13;Sincelejo;Paquetes 1-2;641
2020-04-13;Sincelejo;Mercancia;472
2020-04-13;Sincelejo;Mensajeria;247
2020-04-13;Sincelejo;Paqueteo 3-5;126
2020-04-13;Turbaco;Mercancia;1809
2020-04-13;Turbaco;Paquetes 1-2;1027
2020-04-13;Turbaco;Mensajeria;255
2020-04-13;Turbaco;Paqueteo 3-5;118
2020-04-13;Yumbo;Mercancia;18724
2020-04-13;Yumbo;Paquetes 1-2;13617
2020-04-13;Yumbo;Paqueteo 3-5;1973
2020-04-13;Yumbo;Mensajeria;1037
2020-04-06;Barranquilla;Paquetes 1-2;2623
2020-04-06;Barranquilla;Mercancia;1870
2020-04-06;Barranquilla;Mensajeria;621
2020-04-06;Barranquilla;Paqueteo 3-5;406
2020-04-06;Bogota;Mercancia;37612
2020-04-06;Bogota;Paquetes 1-2;30886
2020-04-06;Bogota;Paqueteo 3-5;7029
2020-04-06;Bogota;Mensajeria;3331
2020-04-06;Bosconia;Mercancia;151
2020-04-06;Bosconia;Paquetes 1-2;30
2020-04-06;Bosconia;Mensajeria;28
2020-04-06;Bosconia;Paqueteo 3-5;16
2020-04-06;Bucaramanga;Paquetes 1-2;1370
2020-04-06;Bucaramanga;Mercancia;935
2020-04-06;Bucaramanga;Paqueteo 3-5;630
2020-04-06;Bucaramanga;Mensajeria;265
2020-04-06;Cienaga;Paquetes 1-2;120
2020-04-06;Cienaga;Mercancia;110
2020-04-06;Cienaga;Mensajeria;32
2020-04-06;Cienaga;Paqueteo 3-5;26
2020-04-06;Cucuta;Paquetes 1-2;305
2020-04-06;Cucuta;Mercancia;233
2020-04-06;Cucuta;Paqueteo 3-5;49
2020-04-06;Cucuta;Mensajeria;43
2020-04-06;Ibague;Paquetes 1-2;136
2020-04-06;Ibague;Mensajeria;80
2020-04-06;Ibague;Mercancia;80
2020-04-06;Ibague;Paqueteo 3-5;36
2020-04-06;Manizales;Mercancia;229
2020-04-06;Manizales;Paquetes 1-2;152
2020-04-06;Manizales;Mensajeria;60
2020-04-06;Manizales;Paqueteo 3-5;17
2020-04-06;Medellin;Paquetes 1-2;26562
2020-04-06;Medellin;Mercancia;12081
2020-04-06;Medellin;Paqueteo 3-5;2486
2020-04-06;Medellin;Mensajeria;1099
2020-04-06;Neiva;Mercancia;63
2020-04-06;Neiva;Mensajeria;46
2020-04-06;Neiva;Paquetes 1-2;36
2020-04-06;Neiva;Paqueteo 3-5;17
2020-04-06;Pasto;Mercancia;687
2020-04-06;Pasto;Paquetes 1-2;170
2020-04-06;Pasto;Mensajeria;69
2020-04-06;Pasto;Paqueteo 3-5;49
2020-04-06;Pereira;Paquetes 1-2;974
2020-04-06;Pereira;Mercancia;739
2020-04-06;Pereira;Paqueteo 3-5;216
2020-04-06;Pereira;Mensajeria;194
2020-04-06;Sincelejo;Paquetes 1-2;357
2020-04-06;Sincelejo;Mercancia;243
2020-04-06;Sincelejo;Mensajeria;139
2020-04-06;Sincelejo;Paqueteo 3-5;78
2020-04-06;Turbaco;Paquetes 1-2;651
2020-04-06;Turbaco;Mercancia;428
2020-04-06;Turbaco;Mensajeria;169
2020-04-06;Turbaco;Paqueteo 3-5;82
2020-04-06;Yumbo;Mercancia;13180
2020-04-06;Yumbo;Paquetes 1-2;6946
2020-04-06;Yumbo;Mensajeria;1065
2020-04-06;Yumbo;Paqueteo 3-5;988
2020-03-30;Barranquilla;Mercancia;2884
2020-03-30;Barranquilla;Paquetes 1-2;1950
2020-03-30;Barranquilla;Mensajeria;418
2020-03-30;Barranquilla;Paqueteo 3-5;362
2020-03-30;Bogota;Mercancia;50196
2020-03-30;Bogota;Paquetes 1-2;29296
2020-03-30;Bogota;Paqueteo 3-5;7452
2020-03-30;Bogota;Mensajeria;3991
2020-03-30;Bosconia;Mercancia;325
2020-03-30;Bosconia;Paquetes 1-2;111
2020-03-30;Bosconia;Mensajeria;67
2020-03-30;Bosconia;Paqueteo 3-5;21
2020-03-30;Bucaramanga;Paquetes 1-2;1213
2020-03-30;Bucaramanga;Mercancia;1138
2020-03-30;Bucaramanga;Paqueteo 3-5;509
2020-03-30;Bucaramanga;Mensajeria;307
2020-03-30;Cienaga;Mercancia;148
2020-03-30;Cienaga;Paquetes 1-2;138
2020-03-30;Cienaga;Paqueteo 3-5;67
2020-03-30;Cienaga;Mensajeria;59
2020-03-30;Cucuta;Mercancia;395
2020-03-30;Cucuta;Paquetes 1-2;228
2020-03-30;Cucuta;Paqueteo 3-5;137
2020-03-30;Cucuta;Mensajeria;70
2020-03-30;Ibague;Paquetes 1-2;186
2020-03-30;Ibague;Mercancia;113
2020-03-30;Ibague;Mensajeria;78
2020-03-30;Ibague;Paqueteo 3-5;55
2020-03-30;Manizales;Mercancia;254
2020-03-30;Manizales;Paquetes 1-2;189
2020-03-30;Manizales;Mensajeria;107
2020-03-30;Manizales;Paqueteo 3-5;44
2020-03-30;Medellin;Paquetes 1-2;21934
2020-03-30;Medellin;Mercancia;15021
2020-03-30;Medellin;Paqueteo 3-5;2714
2020-03-30;Medellin;Mensajeria;1636
2020-03-30;Neiva;Mercancia;110
2020-03-30;Neiva;Mensajeria;82
2020-03-30;Neiva;Paquetes 1-2;62
2020-03-30;Neiva;Paqueteo 3-5;41
2020-03-30;Pasto;Paquetes 1-2;168
2020-03-30;Pasto;Mensajeria;82
2020-03-30;Pasto;Mercancia;69
2020-03-30;Pasto;Paqueteo 3-5;67
2020-03-30;Pereira;Mercancia;1035
2020-03-30;Pereira;Paquetes 1-2;586
2020-03-30;Pereira;Paqueteo 3-5;294
2020-03-30;Pereira;Mensajeria;289
2020-03-30;Sincelejo;Mercancia;371
2020-03-30;Sincelejo;Paquetes 1-2;361
2020-03-30;Sincelejo;Mensajeria;272
2020-03-30;Sincelejo;Paqueteo 3-5;125
2020-03-30;Turbaco;Mercancia;753
2020-03-30;Turbaco;Paquetes 1-2;390
2020-03-30;Turbaco;Mensajeria;223
2020-03-30;Turbaco;Paqueteo 3-5;166
2020-03-30;Yumbo;Mercancia;16359
2020-03-30;Yumbo;Paquetes 1-2;5977
2020-03-30;Yumbo;Paqueteo 3-5;1074
2020-03-30;Yumbo;Mensajeria;730
2020-03-23;Barranquilla;Mercancia;3338
2020-03-23;Barranquilla;Paquetes 1-2;1801
2020-03-23;Barranquilla;Mensajeria;573
2020-03-23;Barranquilla;Paqueteo 3-5;310
2020-03-23;Bogota;Mercancia;46030
2020-03-23;Bogota;Paquetes 1-2;17274
2020-03-23;Bogota;Paqueteo 3-5;6696
2020-03-23;Bogota;Mensajeria;3190
2020-03-23;Bosconia;Mercancia;196
2020-03-23;Bosconia;Mensajeria;80
2020-03-23;Bosconia;Paquetes 1-2;58
2020-03-23;Bosconia;Paqueteo 3-5;22
2020-03-23;Bucaramanga;Mercancia;1021
2020-03-23;Bucaramanga;Paquetes 1-2;858
2020-03-23;Bucaramanga;Mensajeria;346
2020-03-23;Bucaramanga;Paqueteo 3-5;250
2020-03-23;Cienaga;Mercancia;164
2020-03-23;Cienaga;Mensajeria;97
2020-03-23;Cienaga;Paquetes 1-2;58
2020-03-23;Cienaga;Paqueteo 3-5;32
2020-03-23;Cucuta;Paquetes 1-2;257
2020-03-23;Cucuta;Paqueteo 3-5;214
2020-03-23;Cucuta;Mercancia;157
2020-03-23;Cucuta;Mensajeria;99
2020-03-23;Ibague;Paquetes 1-2;205
2020-03-23;Ibague;Mercancia;189
2020-03-23;Ibague;Mensajeria;119
2020-03-23;Ibague;Paqueteo 3-5;49
2020-03-23;Manizales;Mercancia;309
2020-03-23;Manizales;Paquetes 1-2;135
2020-03-23;Manizales;Mensajeria;129
2020-03-23;Manizales;Paqueteo 3-5;41
2020-03-23;Medellin;Mercancia;12948
2020-03-23;Medellin;Paquetes 1-2;12630
2020-03-23;Medellin;Paqueteo 3-5;1856
2020-03-23;Medellin;Mensajeria;1822
2020-03-23;Neiva;Mercancia;123
2020-03-23;Neiva;Mensajeria;109
2020-03-23;Neiva;Paquetes 1-2;82
2020-03-23;Neiva;Paqueteo 3-5;52
2020-03-23;Pasto;Mercancia;340
2020-03-23;Pasto;Mensajeria;99
2020-03-23;Pasto;Paquetes 1-2;85
2020-03-23;Pasto;Paqueteo 3-5;32
2020-03-23;Pereira;Mercancia;1087
2020-03-23;Pereira;Paquetes 1-2;423
2020-03-23;Pereira;Mensajeria;253
2020-03-23;Pereira;Paqueteo 3-5;158
2020-03-23;Sincelejo;Mercancia;472
2020-03-23;Sincelejo;Mensajeria;247
2020-03-23;Sincelejo;Paquetes 1-2;234
2020-03-23;Sincelejo;Paqueteo 3-5;95
2020-03-23;Turbaco;Mercancia;4901
2020-03-23;Turbaco;Paquetes 1-2;257
2020-03-23;Turbaco;Mensajeria;207
2020-03-23;Turbaco;Paqueteo 3-5;105
2020-03-23;Yumbo;Mercancia;8345
2020-03-23;Yumbo;Paquetes 1-2;3653
2020-03-23;Yumbo;Mensajeria;872
2020-03-23;Yumbo;Paqueteo 3-5;684
2020-03-16;Barranquilla;Mercancia;11832
2020-03-16;Barranquilla;Paquetes 1-2;3149
